fractionInTransverseRmsMedian,eccentricityMedian,eccentricityKurtosis,timestamp,energyFromChargeMedian,eccentricitySkewness,fractionInTransverseRmsSkewness,energyFromChargeVariance,lengthDivRmsTransMedian,energyFromChargeSkewness,energyFromChargeKurtosis,lengthDivRmsTransVariance,lengthDivRmsTransSkewness,eccentricityMean,fractionInTransverseRmsKurtosis,fractionInTransverseRmsMean,lengthDivRmsTransMean,lengthDivRmsTransKurtosis,energyFromChargeMean,fractionInTransverseRmsVariance,eccentricityVariance,runType,runPeriods
0.07778,4.239,5.255,1513043522,2.733,1.968,1.251,6.197,15.95,1.883,3.998,73.57,1.951,4.9,1.926,0.09352,18.27,5.559,3.468,0.006148,6.701,background,30/10/2017
0.07527,4.17,12.32,1513048935,2.705,2.787,1.424,6.885,15.67,1.913,4.056,96.7,2.674,4.949,3.373,0.09502,18.2,10.81,3.502,0.006919,9.116,background,30/10/2017
0.06422,4.524,8.654,1513054377,2.857,2.228,1.395,5.29,16.49,1.771,4.19,87.6,2.417,5.093,1.981,0.08811,18.98,9.913,3.477,0.005918,7.197,background,30/10/2017
0.07547,4.359,4.201,1513059801,2.811,1.847,1.521,4.354,16.75,1.847,3.98,98.13,1.814,5.149,3.155,0.09348,19.43,3.601,3.299,0.006905,7.732,background,30/10/2017
0.08,4.353,10.99,1513065179,2.665,2.647,1.637,4.084,16.48,1.461,2.052,116.3,2.681,5.177,4.554,0.09683,19.46,11.83,3.233,0.007615,9.921,background,30/10/2017
0.075,4.414,14.06,1513070582,2.779,2.945,1.607,7.059,16.65,2.422,6.892,82.85,3.178,4.915,4.06,0.08639,18.33,16.11,3.463,0.005111,6.906,background,30/10/2017
0.07569,4.085,22.69,1513075995,2.756,3.768,1.225,6.56,15.63,2.382,7.672,87.34,3.961,4.694,1.283,0.09367,17.86,25.19,3.436,0.005948,7.387,background,30/10/2017
0.075,4.406,5.588,1513081449,2.614,1.913,2.025,5.703,16.5,2.287,6.862,93.34,1.921,5.086,5.785,0.09495,18.84,5.025,3.29,0.008016,7.885,background,30/10/2017
0.06838,4.39,2.651,1513086902,2.722,1.404,1.789,5.77,16.95,1.955,4.231,79.28,1.62,4.936,4.131,0.09512,18.76,3.979,3.421,0.007797,6.301,background,30/10/2017
0.07143,4.175,11.06,1513092300,2.903,2.457,1.386,4.946,16.08,1.516,2.696,93.94,2.809,4.866,2.746,0.09276,18.27,14.61,3.551,0.006638,7.57,background,30/10/2017
0.08225,4.47,12.62,1513097732,3.031,2.762,1.216,6.815,17.18,1.732,3.784,99.97,3.006,5.003,1.857,0.09619,19.07,15.06,3.754,0.005809,8.155,background,30/10/2017
0.07812,4.301,9.565,1513103195,2.753,2.628,1.087,4.375,16.42,2.053,6.153,89.16,2.633,4.967,1.195,0.09664,18.41,10.15,3.466,0.006189,8.408,background,30/10/2017
0.08074,4.412,5.482,1513107285,2.891,1.942,1.532,4.117,16.86,1.833,3.845,90.4,2.358,4.899,3.498,0.09762,18.84,8.184,3.368,0.007248,6.254,background,30/10/2017
0.0797,4.215,7.274,1513122066,2.965,2.273,1.217,6.086,15.93,1.883,4.423,88.55,2.252,4.829,1.351,0.09379,18.4,7.343,3.565,0.005922,7.267,background,30/10/2017
0.07407,4.413,5.446,1513127399,2.889,1.88,1.549,5.387,16.52,1.954,5.049,92.56,1.749,5.047,2.804,0.09393,19.11,4.299,3.469,0.00694,7.538,background,30/10/2017
0.05914,4.362,4.298,1513132816,2.784,1.709,1.556,4.843,15.95,1.867,4.897,70.85,1.443,4.949,2.635,0.08384,18.54,2.515,3.375,0.005432,6.087,background,30/10/2017
0.07377,4.044,20.22,1513138270,2.915,3.366,1.906,6.298,15.75,1.894,4.102,82.05,2.708,4.78,4.983,0.09471,18.1,13.39,3.591,0.007471,7.497,background,30/10/2017
0.07955,4.106,8.002,1513143678,3.06,2.3,1.103,7.465,15.82,1.877,3.668,78.57,1.966,4.799,1.098,0.09861,18.42,4.867,3.835,0.00688,6.934,background,30/10/2017
0.07132,4.138,21.65,1513149092,2.991,3.754,1.241,4.544,15.91,1.693,3.359,110.5,3.903,4.94,1.512,0.09125,18.49,23.41,3.56,0.005676,9.412,background,30/10/2017
0.07216,4.187,9.374,1513154513,3.002,2.452,1.021,7.284,15.87,1.918,3.838,88.24,2.589,4.872,0.4179,0.09316,18.23,11.03,3.816,0.005886,7.744,background,30/10/2017
0.07212,4.155,14.22,1513159963,3.025,2.943,1.277,6.721,16.38,1.6,2.359,126.8,3.205,5.087,1.614,0.09259,19.15,15.1,3.81,0.006297,10,background,30/10/2017
0.07143,4.264,5.265,1513165397,2.997,1.88,1.445,6.945,15.92,2.149,5.864,73.57,1.934,4.867,2.437,0.09412,18.08,6.119,3.667,0.006397,6.784,background,30/10/2017
0.07854,4.055,9.667,1513170824,2.966,2.361,1.234,7.304,15.6,2.071,4.736,87.17,2.615,4.686,1.144,0.1014,17.93,11.74,3.76,0.007006,6.552,background,30/10/2017
0.0734,4.226,7.014,1513176240,3.015,2.212,1.274,5.353,16,1.875,4.802,72.95,1.839,4.871,1.319,0.09123,18.39,4.148,3.629,0.005585,6.645,background,30/10/2017
0.07577,4.156,7.772,1513181692,2.864,2.094,1.57,6.167,15.71,2.326,7.723,74.16,2.118,4.66,2.999,0.1021,17.71,8.622,3.499,0.007566,5.75,background,30/10/2017
0.07,4.314,1.356,1513187087,3.019,1.097,1.544,6.199,16.25,1.94,4.445,47.67,1.489,4.676,2.857,0.09256,17.38,3.431,3.553,0.006018,3.969,background,30/10/2017
0.07854,4.064,10.06,1513192506,2.824,2.504,1.516,5.586,15.64,2.368,8.602,77.36,2.213,4.76,3.164,0.101,18.09,7.482,3.479,0.00711,7.204,background,30/10/2017
0.07627,4.377,5.928,1513196077,2.871,2.024,1.99,4.355,17.12,1.457,2.091,55.22,1.904,4.837,6.327,0.0932,17.96,5.542,3.434,0.005517,5.28,background,30/10/2017
0.08082,4.194,5.549,1513209136,2.962,1.998,1.264,4.667,16.29,1.67,3.427,72.92,1.885,4.827,1.836,0.09401,18.26,5.394,3.51,0.005439,6.162,background,30/10/2017
0.07163,4.117,2.602,1513214526,2.825,1.496,1.523,3.714,15.61,1.639,4.454,56.13,1.437,4.646,3.268,0.0927,17.54,2.263,3.293,0.006204,4.905,background,30/10/2017
0.07895,4.101,4.323,1513219938,2.94,1.887,1.108,8.656,16.01,2.175,6.929,78.31,1.867,4.734,0.6787,0.09987,17.97,4.763,3.848,0.007373,6.842,background,30/10/2017
0.06944,4.418,9.715,1513225357,3.087,2.355,2.012,5.677,16.61,1.973,4.854,78.56,2.195,4.976,6.749,0.08973,18.59,9.574,3.595,0.006182,7.251,background,30/10/2017
0.07561,4.174,3.134,1513230782,2.835,1.468,1.514,5.366,15.37,1.78,3.819,58.93,1.444,4.631,2.949,0.09705,17.3,2.931,3.538,0.00671,5.033,background,30/10/2017
0.07044,4.235,3.479,1513236199,2.652,1.733,1.296,5.551,16.12,2.166,5.735,79.34,1.819,4.982,2.556,0.08866,18.57,4.173,3.267,0.00542,6.936,background,30/10/2017
0.06767,4.431,4.351,1513241612,2.888,1.756,1.887,6.422,16.3,1.988,4.315,89.61,2.308,5.045,4.219,0.09365,18.55,8.538,3.609,0.008161,7.425,background,30/10/2017
0.08247,4.138,8.187,1513246975,2.786,2.42,1.273,6.376,15.9,2.049,4.79,95.59,2.225,4.883,2.082,0.09739,18.36,6.818,3.47,0.006233,8.745,background,30/10/2017
0.0728,4.35,9.286,1513252377,2.878,2.498,1.286,5.912,16.53,1.686,3.128,81.53,1.855,4.944,1.843,0.09055,18.47,4.808,3.559,0.005537,7.885,background,30/10/2017
0.07692,4.112,6.766,1513257823,2.797,1.846,1.658,6.872,16.14,1.917,3.613,65.62,2.859,4.693,4.406,0.1019,17.95,17.31,3.635,0.007728,5.24,background,30/10/2017
0.07407,4.216,7.15,1513263976,2.812,2.179,1.422,4.609,16.24,2.271,6.966,84.61,2.12,4.864,1.903,0.09793,18.29,7.245,3.312,0.007026,7.26,background,30/10/2017
0.08411,4.177,5.585,1513284737,3.052,1.931,1.183,6.502,16.08,2.44,8.089,63.13,1.743,4.741,1.143,0.09881,17.92,4.58,3.62,0.006161,5.838,background,30/10/2017
0.06438,4.422,4.395,1513290111,2.794,1.717,2.296,6.526,16.95,1.796,3.525,82.71,2.052,5.105,9.712,0.08638,18.99,7.624,3.572,0.006443,7.062,background,30/10/2017
0.07609,4.326,3.058,1513295564,2.771,1.563,1.042,6.388,16.55,1.957,4.312,64.33,1.383,4.897,0.671,0.09446,18.56,2.21,3.553,0.005461,5.354,background,30/10/2017
0.07292,4.328,18.06,1513301022,2.941,3.18,1.337,7.349,16.13,1.841,3.597,92.07,3.139,4.965,2.053,0.09024,18.47,18.66,3.782,0.005786,8.265,background,30/10/2017
0.07042,4.154,10.86,1513306440,2.681,2.557,1.525,6.524,15.58,2.007,4.189,59.15,1.973,4.725,4.6,0.08839,17.53,6.573,3.562,0.005483,6.333,background,30/10/2017
0.07127,4.067,34.91,1513311831,2.786,4.451,1.543,5.182,15.51,1.963,4.915,101.4,4.823,4.809,3.39,0.0952,17.88,40.75,3.428,0.006547,8.752,background,30/10/2017
0.06457,4.507,16.49,1513317231,2.793,2.882,2.519,5.474,16.31,1.794,3.482,86.74,2.662,5.288,10.1,0.08417,19.18,14.77,3.488,0.006861,9.086,background,30/10/2017
0.06338,4.101,12.15,1513322645,2.775,2.596,2.122,5.481,15.44,2.227,7.485,95.64,3.179,4.863,6.31,0.09115,17.9,17.65,3.297,0.00801,7.348,background,30/10/2017
0.07451,4.367,15.78,1513328075,2.948,3.165,1.457,7.24,16.41,1.718,2.948,93.1,3.643,4.975,2.811,0.09162,18.68,22.04,3.753,0.00588,8.09,background,30/10/2017
0.06744,4.329,8.848,1513333480,2.793,2.268,1.181,7.353,15.97,2.061,4.588,58.59,2.007,4.772,0.9613,0.09235,17.89,6.733,3.678,0.006553,5.473,background,30/10/2017
0.07143,4.332,14.55,1513338918,2.809,2.92,1.176,6.141,16.07,2.003,5.168,100.5,2.515,5.065,1.169,0.09302,18.7,9.281,3.459,0.005792,9.174,background,30/10/2017
0.07362,4.269,3.016,1513344366,2.831,1.519,1.372,5.787,16,2.07,5.993,67.66,1.588,4.704,2.284,0.09128,17.98,3.336,3.444,0.006533,5.247,background,30/10/2017
0.07453,4.425,13.62,1513349790,2.946,2.929,1.212,7.552,16.44,2.337,6.312,92,2.939,5.009,1.543,0.09273,18.56,13.81,3.699,0.00614,8.531,background,30/10/2017
0.07527,4.216,10.28,1513355187,3.111,2.596,1.071,6.308,15.96,1.643,2.998,70.56,2.088,4.814,0.6424,0.09602,17.78,6.698,3.756,0.006968,7.669,background,30/10/2017
0.07149,4.123,4.573,1513359986,2.856,1.774,1.278,5.033,15.38,1.689,3.044,68.52,1.952,4.666,1.16,0.09752,17.59,6.065,3.577,0.006909,5.936,background,30/10/2017
0.06568,4.436,3.496,1513386378,2.96,1.751,2.246,6.603,16.86,2.159,5.757,97.4,2.175,5.218,7.903,0.0873,19.51,7.381,3.631,0.006439,7.889,background,30/10/2017
0.07547,4.375,14.69,1513391750,2.729,3.001,1.484,4.956,16.23,1.941,4.874,85.04,2.733,4.901,3.58,0.09394,18.38,13.07,3.31,0.005696,7.869,background,30/10/2017
0.06818,4.404,6.506,1513397117,2.768,2.211,1.032,6.537,16.68,3.408,18.77,103.5,2.423,5.189,0.4253,0.08982,19.31,7.897,3.434,0.005317,8.699,background,30/10/2017
0.07975,4.454,5.57,1513402578,2.822,1.917,1.352,5.291,16.85,2.399,8.439,91.38,1.989,5.041,2.01,0.09721,18.94,5.265,3.349,0.006489,7.309,background,30/10/2017
0.07935,4.345,10.21,1513407989,2.848,2.422,1.524,6.318,16.57,2.251,6.63,79.02,2.694,4.841,2.859,0.09359,18.18,14.31,3.61,0.006699,6.607,background,30/10/2017
0.06818,4.507,5.073,1513413426,2.771,1.773,1.277,6.148,16.86,1.746,3.06,76.25,1.626,5.093,1.631,0.08894,19.25,3.774,3.613,0.005998,6.712,background,30/10/2017
0.0773,4.009,18.63,1513418833,2.775,3.3,1.749,4.184,15.37,1.777,4.124,80.43,2.951,4.661,4.187,0.09823,17.58,14.67,3.347,0.006898,7.21,background,30/10/2017
0.06311,4.378,7.897,1513424214,2.797,2.235,1.331,5.661,16.44,2.07,5.457,83.19,1.991,5.082,1.77,0.08733,18.73,5.838,3.491,0.00589,7.573,background,30/10/2017
0.06828,4.328,14.41,1513429659,3.013,3.145,1.679,4.51,16,1.793,4.262,115.7,2.768,5.155,3.523,0.09158,18.97,10.79,3.458,0.006879,11.26,background,30/10/2017
0.07768,4.296,18.1,1513435109,2.891,2.965,1.345,6.591,16.62,2.131,5.419,85.57,2.469,5.006,2.271,0.09648,18.89,12.75,3.581,0.006712,7.775,background,30/10/2017
0.07167,4.187,7.071,1513440515,3.102,2.29,1.616,6.365,15.61,2.108,6.783,90.24,2.218,4.96,4.006,0.09418,18.39,7.123,3.716,0.006609,8.314,background,30/10/2017
0.08257,4.252,6.38,1513445942,2.97,1.965,1.112,5.974,15.82,2.119,6.089,76.87,1.821,4.701,0.8462,0.1019,17.86,4.509,3.56,0.007059,6.112,background,30/10/2017
0.07797,4.047,2.764,1513451386,3.047,1.687,1.038,4.207,15.2,1.506,3.553,70.69,1.64,4.837,1.349,0.09183,18.02,3.465,3.472,0.004998,6.35,background,30/10/2017
0.07076,4.349,20.02,1513456816,2.85,3.447,1.185,6.462,16.27,2.105,5.276,84.86,2.954,4.891,1.417,0.0925,18.39,14.54,3.544,0.0056,7.466,background,30/10/2017
0.07115,4.074,13.21,1513462197,2.848,2.836,2.214,4.897,15.6,1.74,3.755,78.33,2.667,4.87,9.063,0.08781,18.15,12.15,3.527,0.006339,7.602,background,30/10/2017
0.06699,4.218,5.238,1513467018,2.992,1.957,1.174,8.084,16.15,1.898,3.802,82.58,2.005,4.835,0.8963,0.0859,18.58,5.104,3.861,0.005129,6.217,background,30/10/2017
0.06542,4.489,5.633,1513471879,2.939,1.924,1.274,6.104,16.8,1.961,4.42,70.56,1.799,4.955,1.094,0.08979,18.55,4.448,3.669,0.006425,6.381,background,30/10/2017
0.07795,4.073,1.412,1513477282,2.852,1.246,1.853,6.808,15.59,1.758,3.325,55.04,1.255,4.642,6.343,0.1031,17.27,2.092,3.608,0.008316,5.279,background,30/10/2017
0.08333,4.265,6.323,1513482713,2.908,2.027,1.586,5.374,16.16,2.062,5.358,74.89,1.742,4.843,3.495,0.1052,18.29,4.516,3.53,0.007762,6.922,background,30/10/2017
0.06667,4.372,16.98,1513488172,2.807,2.977,1.542,5.687,16.14,2.417,8.068,84.7,2.307,4.937,2.7,0.0913,18.37,9.385,3.469,0.006411,7.857,background,30/10/2017
0.07481,4.239,6.917,1513493611,2.968,1.957,1.355,7.216,16.57,2.32,6.796,67.55,1.674,4.854,2.382,0.08791,18.36,4.693,3.669,0.005689,5.722,background,30/10/2017
0.08264,3.887,12.97,1513499040,2.967,2.916,1.739,7.603,14.94,2.173,5.754,70.35,2.371,4.523,4.559,0.1047,17.01,7.784,3.772,0.007692,7.088,background,30/10/2017
0.07851,4.217,8.894,1513504517,2.86,2.303,1.174,4.789,16.06,1.668,3.704,74.34,1.943,4.847,1.387,0.09573,18.17,6.118,3.372,0.005877,7.108,background,30/10/2017
0.07749,4.202,13.55,1513509959,3.115,2.789,1.58,6.731,16.39,1.891,4.084,72.32,2.703,4.744,3.008,0.09799,17.85,14.11,3.763,0.006729,6.613,background,30/10/2017
0.07524,4.231,10.47,1513515388,3.069,2.619,1.797,5.937,16.42,1.788,4.044,100.2,2.628,4.952,5.925,0.09646,18.98,10.4,3.712,0.006629,8.228,background,30/10/2017
0.07719,4.088,6.063,1513520805,2.795,2.124,1.442,4.463,15.16,1.562,3.095,69.34,2.079,4.709,2.594,0.09281,17.64,5.598,3.389,0.00523,6.274,background,30/10/2017
0.07916,4.003,4.065,1513526219,2.788,1.823,1.205,4.489,15.16,2.214,6.901,62.26,1.525,4.666,1.461,0.09308,17.52,2.643,3.332,0.005275,5.96,background,30/10/2017
0.08669,3.964,7.331,1513531614,2.937,2.284,1.283,6.794,15.21,1.64,2.642,71.26,1.875,4.673,2.355,0.09676,17.54,4.635,3.699,0.006148,6.915,background,30/10/2017
0.07882,4.016,22.62,1513537008,3.089,3.735,1.634,7.048,15.16,2.064,4.996,89.6,3.253,4.623,4.035,0.1021,17.53,17.45,3.778,0.006716,7.833,background,30/10/2017
0.07974,3.968,21.2,1513542436,2.986,3.46,1.153,5.513,15.44,1.612,2.784,103.3,4.046,4.761,1.036,0.09428,17.96,30.83,3.638,0.0061,8.303,background,30/10/2017
0.08065,3.971,1.973,1513547844,3.098,1.304,1.583,6.394,15.03,1.845,4.437,65.03,1.169,4.647,3.406,0.1018,17.49,1.374,3.732,0.007139,5.943,background,30/10/2017
0.07538,4.016,9.398,1513553273,2.806,2.348,1.48,5.013,15.42,1.922,5.237,77.36,2.562,4.622,2.498,0.09538,17.31,11.1,3.308,0.007226,6.24,background,30/10/2017
0.07368,4.212,13.81,1513558639,2.972,3.064,2.113,6.741,16.43,1.893,4.053,100.6,3.183,4.928,6.407,0.09703,18.36,14.55,3.724,0.008285,9.022,background,30/10/2017
0.07407,4.268,6.219,1513564070,3.125,1.961,1.255,6.461,16.72,2.104,6.27,65.82,1.734,4.792,1.779,0.093,18.19,4.651,3.825,0.005808,5.686,background,30/10/2017
0.06695,4.374,24.08,1513569526,3.015,3.693,1.514,6.621,16.51,1.872,3.809,115.2,4.697,4.889,2.116,0.09256,18.54,37.55,3.811,0.006987,8.044,background,30/10/2017
0.07527,4.077,14.22,1513574952,2.825,3.027,2.05,4.322,15.77,1.41,1.97,77.45,2.438,4.763,6.927,0.09435,18.01,8.987,3.52,0.006654,7.264,background,30/10/2017
0.07597,4.266,2.625,1513580368,3.117,1.368,1.276,5.241,16.66,1.881,5.135,61.39,1.64,4.813,1.625,0.09654,18.2,4.893,3.628,0.006671,5.199,background,30/10/2017
0.07812,4.094,2.039,1513585837,3.048,1.476,1.087,5.071,15.93,2.382,9.424,70.55,1.743,4.795,1.121,0.09737,18.24,4.43,3.536,0.005398,5.842,background,30/10/2017
0.075,4.312,4.65,1513591257,2.795,1.748,1.654,5.893,16.36,2.675,10.36,68.49,1.45,4.863,3.963,0.09349,18.15,3.026,3.384,0.006322,6.303,background,30/10/2017
0.07975,4.115,8.265,1513596672,2.821,2.297,1.517,7.77,15.86,1.92,3.758,69.65,2.049,4.608,3.062,0.09971,17.41,6.668,3.746,0.006872,6.319,background,30/10/2017
0.08128,4.234,11.44,1513602064,2.854,2.741,0.9958,8.136,15.74,2.254,6.062,66.76,2.016,4.75,0.6092,0.09352,17.75,5.395,3.742,0.00502,6.317,background,30/10/2017
0.06667,4.303,5.076,1513607469,3.129,1.743,1.664,7.968,16.65,1.901,3.843,65.05,1.818,4.86,3.187,0.08808,18.35,5.505,3.928,0.006497,5.63,background,30/10/2017
0.07258,4.299,16.12,1513612904,2.875,3.111,2.439,5.506,16.41,2.274,6.835,112.9,3.795,5.057,9.775,0.09229,18.99,24.09,3.541,0.007286,8.798,background,30/10/2017
0.07643,4.119,23.3,1513618336,3.032,3.852,1.376,6.844,16.06,2.298,6.351,103.2,3.848,4.819,2.975,0.0957,18.25,23.61,3.694,0.005951,8.636,background,30/10/2017
0.06931,4.351,4.531,1513623740,2.893,1.952,1.519,5.619,16.16,1.87,3.865,87.7,1.762,5.137,2.96,0.08835,19.15,3.591,3.548,0.006156,8.09,background,30/10/2017
0.07534,4.154,6.541,1513629128,3.068,2.21,1.708,7.356,15.27,1.99,3.992,88.89,2.231,4.877,3.568,0.09794,18.08,7.021,3.957,0.007763,8.082,background,30/10/2017
0.0796,4.199,22.59,1513634553,2.883,3.675,1.535,5.863,15.79,1.818,4.186,116,4.1,4.943,2.961,0.1006,18.41,26.44,3.571,0.007518,9.703,background,30/10/2017
0.07813,3.961,5.529,1513639983,3.23,2.104,1.702,8.245,15.36,2.045,5.266,94.42,2.177,4.664,3.977,0.1052,17.97,6.235,4.076,0.008983,7.711,background,30/10/2017
0.08,4.204,3.103,1513645665,2.99,1.535,1.269,4.975,15.65,1.891,4.829,64.74,1.975,4.741,2.485,0.09865,17.73,7.038,3.542,0.006353,5.514,background,30/10/2017
0.07547,4.169,5.793,1513651455,2.689,1.874,1.495,7.757,15.74,2.195,5.42,52.81,1.559,4.695,2.412,0.09365,17.4,3.48,3.628,0.006325,5.197,background,30/10/2017
0.06977,4.313,9.757,1513656855,3.132,2.368,2.118,6.247,16.27,1.936,5.29,89.66,1.996,4.864,5.511,0.09357,18.32,5.985,3.731,0.009094,7.431,background,30/10/2017
0.0813,4.167,12.59,1513662256,2.799,3.089,1.403,5.59,15.41,2.149,6.001,118.1,2.778,4.938,2.556,0.101,18.49,9.447,3.483,0.007467,10.95,background,30/10/2017
0.07002,4.354,18.22,1513667689,2.784,3.211,1.63,5.808,16.06,1.932,4.788,124.7,3.293,5.1,3.763,0.09165,19,19.25,3.493,0.007125,11.04,background,30/10/2017
0.08147,4.124,5.963,1513673113,3.024,2.077,1.457,6.069,16,1.793,3.75,78.03,2.097,4.769,2.918,0.09478,17.99,5.803,3.734,0.00644,6.579,background,30/10/2017
0.07246,4.314,13.07,1513678543,3.038,2.944,1.78,6.594,16.16,1.841,4.02,98.81,2.52,5.028,5.648,0.08495,18.79,8.601,3.679,0.004984,8.49,background,30/10/2017
0.07295,4.208,5.343,1513683987,2.995,1.845,1.496,7.208,15.6,2.046,4.618,63.56,1.858,4.679,2.789,0.09219,17.56,5.094,3.832,0.006143,5.374,background,30/10/2017
0.07438,4.233,26.71,1513689387,2.975,3.974,1.697,6.199,16.12,1.999,4.791,125,4.787,4.883,4.486,0.09647,18.54,35.42,3.662,0.006985,9.008,background,30/10/2017
0.07143,4.253,4.547,1513694445,3.184,1.873,1.825,6.416,16.21,1.801,3.422,62.68,1.871,4.865,4.845,0.09205,17.95,5.233,3.815,0.00648,6.272,background,30/10/2017
0.0719,4.073,9.717,1513710771,2.971,2.595,1.221,6.245,14.94,1.768,3.389,73.79,2.425,4.627,1.045,0.09582,17.48,8.27,3.652,0.006786,6.82,background,30/10/2017
0.08094,4.326,12.02,1513716161,2.942,2.742,1.334,6.633,16.54,1.994,4.413,97.42,2.491,5.143,2.175,0.09487,18.92,9.522,3.686,0.006429,9.895,background,30/10/2017
0.07229,4.202,11.43,1513721567,3.012,2.476,1.833,5.933,15.54,1.776,3.81,65.05,2.115,4.626,4.59,0.09535,17.42,7.517,3.538,0.007289,5.479,background,30/10/2017
0.07429,4.148,8.488,1513726989,2.837,2.314,1.273,6.921,15.73,2.261,5.882,85.55,2.249,4.793,1.827,0.09325,18.28,7.361,3.618,0.005832,6.634,background,30/10/2017
0.07466,4.204,2.318,1513732435,3.012,1.313,1.217,5.911,15.95,2.365,8.35,52.93,1.171,4.654,1.71,0.09222,17.59,1.615,3.53,0.005552,4.398,background,30/10/2017
0.07906,4.103,9.12,1513737811,3.001,2.471,1.465,6.749,15.9,2.954,16.42,79.05,2.333,4.797,3.381,0.09727,18.04,8.189,3.626,0.006147,7.472,background,30/10/2017
0.07843,4.14,2.842,1513743221,2.957,1.379,1.475,5.688,15.47,1.994,5.719,48,1.444,4.502,2.674,0.1006,17.02,3.34,3.537,0.007259,3.986,background,30/10/2017
0.07143,4.174,9.471,1513748647,2.592,2.507,1.897,3.966,15.66,2.445,8.792,89.99,2.25,4.847,4.888,0.09581,18.15,6.732,3.116,0.007506,7.641,background,30/10/2017
0.07407,4.182,10.86,1513754058,2.836,2.6,1.197,5.914,15.7,2.017,4.316,67.72,2.271,4.878,1.354,0.09377,18.25,8.73,3.512,0.0059,6.718,background,30/10/2017
0.08377,4.083,6.901,1513759482,2.912,2.078,1.61,6.007,15.49,1.949,5.559,77.81,2.167,4.706,4.133,0.1022,17.65,6.64,3.597,0.006711,6.144,background,30/10/2017
0.075,4.098,6.33,1513764951,2.821,2.177,1.395,4.628,15.82,1.92,5.21,94.67,1.988,4.991,3.205,0.09302,18.47,4.802,3.324,0.00617,8.415,background,30/10/2017
0.07038,4.272,8.388,1513770420,2.824,2.25,1.514,5.562,15.97,1.728,3.582,73.23,2.023,4.807,3.136,0.08971,17.95,5.951,3.53,0.005703,6.592,background,30/10/2017
0.07059,4.272,13.94,1513775835,2.759,2.651,1.573,6.122,15.73,2.093,5.003,94.39,2.03,5.058,2.647,0.09129,18.71,6.553,3.539,0.006898,8.898,background,30/10/2017
0.07692,3.984,27.31,1513781224,2.966,3.88,1.375,5.272,15.42,1.71,3.38,81.49,3.148,4.651,1.542,0.1014,17.77,18.07,3.582,0.006821,7.534,background,30/10/2017
0.07914,4.136,9.889,1513786654,2.874,2.371,1.562,6.564,15.44,2.15,5.781,73.89,2.002,4.736,3.255,0.1008,17.91,6.15,3.584,0.007824,6.498,background,30/10/2017
0.07778,4.05,15.78,1513792075,2.942,3.235,1.215,6.15,15.51,1.66,3.087,118.2,2.833,4.89,1.633,0.1001,18.52,10.98,3.752,0.007275,10.43,background,30/10/2017
0.07527,4.094,7.358,1513797505,3.06,2.28,2.141,5.59,15.46,2.344,6.8,85.25,2.425,4.744,6.655,0.09189,17.65,7.906,3.5,0.006805,6.982,background,30/10/2017
0.07692,4.132,15.09,1513802910,2.942,2.923,1.763,5.526,15.66,1.884,4.491,81.65,2.588,4.712,4.755,0.09791,17.6,12.89,3.565,0.006929,7.839,background,30/10/2017
0.07488,4.17,21.45,1513808334,2.995,3.665,1.424,6.657,15.64,1.845,3.904,93.2,3.115,4.709,1.984,0.09709,17.79,14.74,3.673,0.007602,7.831,background,30/10/2017
0.07435,4.145,13.38,1513813708,3.058,3.002,1.68,6.487,15.72,1.58,2.303,79.75,2.838,4.771,4.218,0.09407,17.99,12.8,3.78,0.006117,7.098,background,30/10/2017
0.08372,4.046,4.692,1513819137,2.824,1.842,1.42,4.376,15.26,1.925,5.133,70.15,1.864,4.61,2.731,0.1029,17.35,4.525,3.3,0.007135,5.831,background,30/10/2017
0.07752,4.009,8.917,1513824586,2.81,2.439,1.027,6.944,15.22,1.912,3.89,67.2,2.328,4.633,0.6252,0.09262,17.44,7.888,3.639,0.005208,5.945,background,30/10/2017
0.08197,4.113,24.25,1513830000,2.853,3.562,1.165,6.029,15.79,1.873,4.537,73.18,2.485,4.619,1.706,0.09534,17.59,12.6,3.54,0.00553,6.97,background,30/10/2017
0.07317,4.343,2.519,1513835411,2.796,1.47,1.522,5.444,15.74,1.942,4.652,66.43,1.336,4.815,2.893,0.08938,18.05,2.175,3.475,0.005966,5.713,background,30/10/2017
0.0761,4.043,28.3,1513840828,3.022,4.338,1.312,5.859,15.32,2.184,7.307,105.6,3.998,4.731,1.98,0.09664,17.74,27.38,3.621,0.006224,9.747,background,30/10/2017
0.07251,4.149,24.59,1513846268,2.937,3.83,1.409,5.548,15.75,2.318,7.617,76.57,3.047,4.881,2.463,0.09137,18.08,15.48,3.539,0.006228,7.905,background,30/10/2017
0.07327,4.099,3.474,1513851682,2.861,1.601,1.129,5.802,15.75,1.744,3.61,61.4,1.535,4.697,0.9985,0.09417,17.59,3.508,3.559,0.005892,5.762,background,30/10/2017
0.08036,4.123,45.34,1513857070,3.127,5.067,1.143,7.693,15.75,1.657,2.891,96.48,3.243,4.747,1.029,0.1015,18.03,19.43,3.808,0.006912,9.56,background,30/10/2017
0.07692,3.899,22.09,1513862461,3.083,3.779,1.902,5.269,15.25,1.697,4,116.8,3.451,4.714,5.887,0.1037,17.87,17.78,3.613,0.008387,9.711,background,30/10/2017
