300nm SiN,200μm Si,30mm Ar Abs.,20nm Al,SB,ε,Energy [keV],LLNL,DetectorEfficiency,Efficiency,Eff • SB • ε,Eff • ε,Eff • ε • LLNL,full Eff.
0.94365971,8.00942105e-09,0.9882768,0.98081474,0.778,0.8,1.6616617,0.50059791,0.91470489,0.45789935,0.56931232,0.73176391,0.36631948,0.28499656
0.94458508,1.09372618e-08,0.98743116,0.98108393,0.778,0.8,1.6716717,0.50047963,0.91506948,0.45797363,0.56953924,0.73205558,0.3663789,0.28504279
0.94547852,1.47841262e-08,0.98655665,0.98134487,0.778,0.8,1.6816817,0.50036134,0.91536721,0.45801437,0.56972455,0.73229377,0.36641149,0.28506814
0.9463594,1.98682534e-08,0.98563274,0.98160279,0.778,0.8,1.6916917,0.50024306,0.91560258,0.45802383,0.56987105,0.73248206,0.36641907,0.28507403
0.94722423,2.66001607e-08,0.98466806,0.98185546,0.778,0.8,1.7017017,0.50010033,0.915778,0.45798088,0.56998023,0.7326224,0.36638471,0.2850473
0.94806124,3.52125896e-08,0.98366694,0.98210206,0.778,0.8,1.7117117,0.49983826,0.91588531,0.45779452,0.57004701,0.73270824,0.36623561,0.28493131
0.94888925,4.64617144e-08,0.98261325,0.98234585,0.778,0.8,1.7217217,0.49957619,0.91593058,0.45757711,0.57007519,0.73274446,0.36606169,0.28479599
0.94970209,6.11071298e-08,0.98151871,0.98258834,0.778,0.8,1.7317317,0.49931412,0.91592009,0.45733183,0.57006866,0.73273607,0.36586546,0.28464333
0.95050317,8.01122953e-08,0.98037609,0.9828288,0.778,0.8,1.7417417,0.49905204,0.91584959,0.45705661,0.57002479,0.73267967,0.36564529,0.28447203
0.95129576,1.04703785e-07,0.97917711,0.98306657,0.778,0.8,1.7517518,0.49878997,0.91571377,0.45674884,0.56994025,0.73257101,0.36539908,0.28428048
0.95206546,1.35997752e-07,0.9779465,0.9832991,0.778,0.8,1.7617618,0.4985279,0.91551939,0.45641196,0.56981927,0.73241551,0.36512957,0.2840708
0.95282165,1.75556914e-07,0.97666192,0.98352873,0.778,0.8,1.7717718,0.49826583,0.91525671,0.45604114,0.56965578,0.73220537,0.36483291,0.28384001
0.9535693,2.25973877e-07,0.97531999,0.98375564,0.778,0.8,1.7817818,0.49800376,0.91492737,0.45563727,0.56945079,0.7319419,0.36450981,0.28358864
0.9542931,2.88890697e-07,0.9739496,0.98397675,0.778,0.8,1.7917918,0.49774169,0.91454084,0.4552051,0.56921022,0.73163267,0.36416408,0.28331965
0.95500673,3.67544821e-07,0.97251962,0.98419546,0.778,0.8,1.8018018,0.49742758,0.91408411,0.45469064,0.56892595,0.73126729,0.36375252,0.28299946
0.95571089,4.66370974e-07,0.97103524,0.9844109,0.778,0.8,1.8118118,0.49687641,0.91356183,0.45392732,0.56860088,0.73084946,0.36314186,0.28252437
0.9563918,5.87360775e-07,0.96952258,0.9846199,0.778,0.8,1.8218218,0.49632525,0.91298235,0.4531362,0.56824022,0.73038588,0.36250896,0.28203197
0.9570635,7.36567582e-07,0.96794876,0.98482665,0.778,0.8,1.8318318,0.49577409,0.91233201,0.45231057,0.56783544,0.72986561,0.36184846,0.2815181
0.85943712,3.29630709e-42,0.9663232,0.98502999,0.778,0.8,1.8418418,0.49522292,0.81806152,0.40512282,0.50916149,0.65444922,0.32409826,0.25214844
0.82360471,2.83416152e-56,0.96466847,0.98522759,0.778,0.8,1.8518519,0.49467176,0.78276873,0.38721359,0.48719526,0.62621499,0.30977087,0.24100174
0.79625266,1.8751102e-67,0.96295154,0.9854231,0.778,0.8,1.8618619,0.4941206,0.75557585,0.37334559,0.47027041,0.60446068,0.29867647,0.2323703
0.79860698,1.3131805e-66,0.96118421,0.9856153,0.778,0.8,1.8718719,0.49356943,0.7565666,0.37341815,0.47088705,0.60525328,0.29873452,0.23241545
0.80093675,9.00802379e-66,0.95938839,0.98580226,0.778,0.8,1.8818819,0.49301827,0.75749974,0.37346121,0.47146784,0.60599979,0.29876897,0.23244226
0.80324059,6.00945296e-65,0.95752981,0.98598729,0.778,0.8,1.8918919,0.49246711,0.75834925,0.37346206,0.47199657,0.6066794,0.29876965,0.23244279
0.80548853,3.79959556e-64,0.95562024,0.98616927,0.778,0.8,1.9019019,0.49178368,0.75909505,0.37331056,0.47246076,0.60727604,0.29864845,0.23234849
0.80771294,2.35642374e-63,0.95368504,0.98634618,0.778,0.8,1.9119119,0.49053639,0.75978616,0.37270276,0.4728909,0.60782893,0.29816221,0.2319702
0.80991485,1.42672591e-62,0.95168695,0.98652128,0.778,0.8,1.9219219,0.48928911,0.76039619,0.37205357,0.47327059,0.60831695,0.29764286,0.23156614
0.81206147,8.19348655e-62,0.94963515,0.98669381,0.778,0.8,1.9319319,0.48804182,0.76090089,0.37135145,0.47358471,0.60872071,0.29708116,0.23112915
0.81418512,4.62137145e-61,0.94756456,0.98686132,0.778,0.8,1.9419419,0.48679453,0.76135657,0.37062421,0.47386833,0.60908525,0.29649937,0.23067651
0.81629152,2.55853043e-60,0.94543139,0.98702713,0.778,0.8,1.951952,0.48554725,0.76173585,0.36985875,0.4741044,0.60938868,0.295887,0.23020008
0.81834175,1.34222387e-59,0.94323875,0.98719101,0.778,0.8,1.961962,0.48429996,0.7620045,0.36903875,0.4742716,0.6096036,0.295231,0.22968972
0.82036925,6.9239092e-59,0.94103751,0.98734971,0.778,0.8,1.971972,0.48305267,0.76223223,0.36819832,0.47441334,0.60978579,0.29455865,0.22916663
0.82238121,3.51301929e-58,0.93877443,0.98750684,0.778,0.8,1.981982,0.48180539,0.76238536,0.36732137,0.47450865,0.60990829,0.2938571,0.22862082
0.82434949,1.708726e-57,0.93644856,0.98766242,0.778,0.8,1.991992,0.4805581,0.76243676,0.36639516,0.47454064,0.60994941,0.29311613,0.22804435
0.82629042,8.14914524e-57,0.934136,0.98781102,0.778,0.8,2.002002,0.47724454,0.76245934,0.36387956,0.47455469,0.60996747,0.29110365,0.22647864
0.82821567,3.82649409e-56,0.93177207,0.98795758,0.778,0.8,2.012012,0.4656659,0.76241499,0.35503066,0.47452709,0.60993199,0.28402453,0.22097108
0.83010586,1.73694971e-55,0.92934796,0.98810271,0.778,0.8,2.022022,0.45408726,0.76227894,0.34614116,0.47444241,0.60982315,0.27691292,0.21543825
0.83196899,7.69583572e-55,0.92687852,0.98824789,0.778,0.8,2.032032,0.44250862,0.76207173,0.33722331,0.47431345,0.60965739,0.26977865,0.20988779
0.83381687,3.36036462e-54,0.92435573,0.98839233,0.778,0.8,2.042042,0.43092998,0.76179687,0.32828111,0.47414237,0.6094375,0.26262489,0.20432216
0.83563676,1.42818768e-53,0.92177179,0.98853539,0.778,0.8,2.0520521,0.41935134,0.76143559,0.31930904,0.47391751,0.60914847,0.25544723,0.19873795
0.83742016,5.87742383e-53,0.91915359,0.988676,0.778,0.8,2.0620621,0.4077727,0.76100146,0.31031562,0.47364731,0.60880117,0.2482525,0.19314044
0.83918644,2.38590138e-52,0.91651504,0.98881373,0.778,0.8,2.0720721,0.39619406,0.76052333,0.30131483,0.47334972,0.60841866,0.24105186,0.18753835
0.84093918,9.55376836e-52,0.913817,0.98895015,0.778,0.8,2.0820821,0.38461542,0.75997309,0.29229737,0.47300725,0.60797848,0.2338379,0.18192589
0.84267609,3.76784639e-51,0.91106468,0.98908505,0.778,0.8,2.0920921,0.37303678,0.75935266,0.28326647,0.47262109,0.60748212,0.22661318,0.17630505
0.84439458,1.46668299e-50,0.90831645,0.98921613,0.778,0.8,2.1021021,0.36151357,0.7587065,0.2742827,0.47221893,0.6069652,0.21942616,0.17071355
0.84610024,5.63617672e-50,0.90551056,0.98934598,0.778,0.8,2.1121121,0.35019886,0.7579901,0.26544727,0.47177304,0.60639208,0.21235782,0.16521438
0.84777165,2.09793469e-49,0.90264649,0.98947463,0.778,0.8,2.1221221,0.33888416,0.75718369,0.25659755,0.47127113,0.60574695,0.20527804,0.15970632
0.849419,7.6608087e-49,0.89977574,0.98960009,0.778,0.8,2.1321321,0.32756945,0.75633809,0.24775325,0.47074483,0.60507048,0.1982026,0.15420162
0.85105249,2.76376062e-48,0.89687048,0.98972356,0.778,0.8,2.1421421,0.31625474,0.75544002,0.23891149,0.47018587,0.60435201,0.19112919,0.14869851
0.85266531,9.77800214e-48,0.89390921,0.98984591,0.778,0.8,2.1521522,0.30494003,0.75446587,0.23006685,0.46957956,0.60357269,0.18405348,0.14319361
0.85424654,3.36473648e-47,0.8909121,0.98996649,0.778,0.8,2.1621622,0.29362533,0.75342249,0.22122393,0.46893016,0.60273799,0.17697914,0.13768977
0.85581218,1.14473624e-46,0.88791521,0.99008426,0.778,0.8,2.1721722,0.28231062,0.75235379,0.21239746,0.468265,0.60188303,0.16991797,0.13219618
0.85736628,3.85106924e-46,0.88486461,0.99020096,0.778,0.8,2.1821822,0.27099591,0.75121901,0.20357728,0.46755871,0.60097521,0.16286183,0.1267065
0.85888853,1.25850269e-45,0.88175999,0.99031662,0.778,0.8,2.1921922,0.25968121,0.74999999,0.1947609,0.4668,0.59999999,0.15580872,0.12121919
0.86039202,4.05559652e-45,0.87866232,0.99042917,0.778,0.8,2.2022022,0.25318395,0.74875856,0.18957365,0.46602733,0.59900685,0.15165892,0.11799064
0.86188342,1.29317183e-44,0.87552993,0.99054016,0.778,0.8,2.2122122,0.26376676,0.74746629,0.19715676,0.46522302,0.59797303,0.15772541,0.12271037
0.86335509,4.04919999e-44,0.872346,0.99065016,0.778,0.8,2.2222222,0.27434957,0.74610258,0.20469292,0.46437425,0.59688206,0.16375434,0.12740088
0.86479606,1.23455482e-43,0.86912991,0.99075863,0.778,0.8,2.2322322,0.28493238,0.74467413,0.21218177,0.46348518,0.5957393,0.16974542,0.13206193
0.86622285,3.72673781e-43,0.86592675,0.99086438,0.778,0.8,2.2422422,0.29551519,0.74323304,0.21963665,0.46258824,0.59458643,0.17570932,0.13670185
0.86763927,1.11399245e-42,0.86267471,0.9909692,0.778,0.8,2.2522523,0.306098,0.74173099,0.22704237,0.46165337,0.59338479,0.1816339,0.14131117
0.86902805,3.24844051e-42,0.85937362,0.99107311,0.778,0.8,2.2622623,0.31668081,0.740153,0.23439225,0.46067123,0.5921224,0.1875138,0.14588574
0.87039765,9.33259163e-42,0.85607707,0.99117464,0.778,0.8,2.2722723,0.32726362,0.73855146,0.24170102,0.45967443,0.59084117,0.19336082,0.15043472
0.87175575,2.65649616e-41,0.85276472,0.99127446,0.778,0.8,2.2822823,0.33784643,0.73691596,0.24896443,0.4586565,0.58953277,0.19917154,0.15495546
0.87310198,7.47932608e-41,0.84940607,0.99137342,0.778,0.8,2.2922923,0.34842924,0.73522049,0.25617231,0.45760123,0.58817639,0.20493785,0.15944165
0.87441746,2.04931226e-40,0.846001,0.99147152,0.778,0.8,2.3023023,0.35677061,0.73344904,0.26167306,0.45649868,0.58675923,0.20933845,0.16286531
0.87571929,5.56626406e-40,0.84263166,0.99156664,0.778,0.8,2.3123123,0.35760804,0.73168576,0.26165671,0.45540122,0.58534861,0.20932537,0.16285514
0.87701171,1.49892007e-39,0.83922091,0.9916609,0.778,0.8,2.3223223,0.35844547,0.72986893,0.26161821,0.45427042,0.58389514,0.20929457,0.16283117
0.87828541,3.96971603e-39,0.83576645,0.99175435,0.778,0.8,2.3323323,0.3592829,0.72798883,0.26155394,0.45310025,0.58239107,0.20924315,0.16279117
0.87953408,1.02934352e-38,0.83229076,0.9918465,0.778,0.8,2.3423423,0.36012033,0.7260595,0.26146878,0.45189943,0.5808476,0.20917503,0.16273817
0.88077089,2.64752167e-38,0.82883955,0.99193639,0.778,0.8,2.3523524,0.36095776,0.72413117,0.26138076,0.45069924,0.57930494,0.20910461,0.16268339
0.88199894,6.7552553e-38,0.82534748,0.99202551,0.778,0.8,2.3623624,0.36179519,0.72215053,0.26127058,0.44946649,0.57772042,0.20901647,0.16261481
0.88320545,1.69139906e-37,0.82181453,0.9921139,0.778,0.8,2.3723724,0.36263261,0.72010709,0.26113432,0.44819466,0.57608567,0.20890745,0.16253
0.88439397,4.17504557e-37,0.81828301,0.99220057,0.778,0.8,2.3823824,0.36347004,0.71804024,0.26098612,0.44690824,0.57443219,0.20878889,0.16243776
0.88557209,1.0228043e-36,0.81476002,0.99228545,0.778,0.8,2.3923924,0.36430747,0.71596246,0.26083048,0.44561504,0.57276997,0.20866438,0.16234089
0.88674194,2.48703049e-36,0.81119895,0.99236963,0.778,0.8,2.4024024,0.36493059,0.71383541,0.26050038,0.44429116,0.57106833,0.2084003,0.16213543
0.88788515,5.90964676e-36,0.80759982,0.99245311,0.778,0.8,2.4124124,0.36487503,0.71164434,0.25966125,0.44292744,0.56931547,0.207729,0.16161316
0.88901351,1.38888669e-35,0.80402031,0.9925347,0.778,0.8,2.4224224,0.36481947,0.70944883,0.25882075,0.44156095,0.56755906,0.2070566,0.16109003
0.89013266,3.24128894e-35,0.80043872,0.99261491,0.778,0.8,2.4324324,0.36476391,0.70723479,0.25797373,0.44018293,0.56578783,0.20637898,0.16056285
0.89124402,7.51193579e-35,0.79682184,0.99269447,0.778,0.8,2.4424424,0.36470836,0.70497458,0.25711012,0.43877618,0.56397966,0.2056881,0.16002534
0.89232914,1.70218114e-34,0.79316974,0.99277338,0.778,0.8,2.4524525,0.3646528,0.7026537,0.25622464,0.43733166,0.56212296,0.20497971,0.15947421
0.89340256,3.82614178e-34,0.78955052,0.99285042,0.778,0.8,2.4624625,0.36459724,0.70034323,0.25534321,0.43589363,0.56027459,0.20427457,0.15892561
0.89446761,8.54413541e-34,0.78592399,0.99292637,0.778,0.8,2.4724725,0.36454168,0.69801091,0.25445407,0.43444199,0.55840873,0.20356326,0.15837221
0.89552533,1.89566425e-33,0.78226496,0.99300172,0.778,0.8,2.4824825,0.36448613,0.69563553,0.2535495,0.43296355,0.55650842,0.2028396,0.15780921
0.89655626,4.11094348e-33,0.77857355,0.99307647,0.778,0.8,2.4924925,0.36443057,0.69320212,0.25262404,0.431449,0.55456169,0.20209923,0.1572332
0.89757702,8.85537522e-33,0.77491972,0.99314925,0.778,0.8,2.5025025,0.36419548,0.69078509,0.25158081,0.42994464,0.55262807,0.20126465,0.1565839
0.89859002,1.89590655e-32,0.77125784,0.99322103,0.778,0.8,2.5125125,0.36342181,0.68834647,0.25016012,0.42842684,0.55067717,0.2001281,0.15569966
0.8995961,4.03462336e-32,0.76756615,0.99329225,0.778,0.8,2.5225225,0.36264814,0.68586782,0.24872869,0.42688413,0.54869426,0.19898295,0.15480874
0.90057556,8.39461479e-32,0.76384477,0.99336291,0.778,0.8,2.5325325,0.36187448,0.68333427,0.24728123,0.42530725,0.54666742,0.19782499,0.15390784
0.90154525,1.73529503e-31,0.76016171,0.99343181,0.778,0.8,2.5425425,0.36110081,0.68081887,0.24584424,0.42374166,0.54465509,0.19667539,0.15301346
0.90250754,3.56674747e-31,0.75647649,0.99349973,0.778,0.8,2.5525526,0.36032714,0.67828783,0.24440551,0.42216635,0.54263027,0.19552441,0.15211799
0.90346333,7.28998909e-31,0.7527641,0.99356712,0.778,0.8,2.5625626,0.35955347,0.67571979,0.24295739,0.420568,0.54057583,0.19436591,0.15121668
0.90439753,1.46313155e-30,0.74902466,0.993634,0.778,0.8,2.5725726,0.3587798,0.67310362,0.24149598,0.41893969,0.5384829,0.19319679,0.1503071
0.90532153,2.91581188e-30,0.74532007,0.99369934,0.778,0.8,2.5825826,0.35800613,0.6705029,0.24004415,0.41732101,0.53640232,0.19203532,0.14940348
0.90623822,5.77993654e-30,0.74162642,0.9937636,0.778,0.8,2.5925926,0.35723246,0.66789879,0.23859513,0.41570021,0.53431903,0.1908761,0.14850161
0.90714878,1.13972681e-29,0.73790824,0.99382736,0.778,0.8,2.6026026,0.35620711,0.66526065,0.23697058,0.41405823,0.53220852,0.18957646,0.14749049
0.90803937,2.21007379e-29,0.73416566,0.99389065,0.778,0.8,2.6126126,0.35446546,0.66257851,0.2348612,0.41238887,0.53006281,0.18788896,0.14617761
0.90891787,4.24667994e-29,0.7304421,0.99395276,0.778,0.8,2.6226226,0.35272381,0.65989704,0.2327614,0.41071992,0.52791764,0.18620912,0.1448707
0.90978914,8.11961259e-29,0.72674482,0.99401362,0.778,0.8,2.6326326,0.35098216,0.65722645,0.23067476,0.40905774,0.52578116,0.18453981,0.14357197
0.91065463,1.54485818e-28,0.72302541,0.99407403,0.778,0.8,2.6426426,0.34924051,0.65452463,0.22858651,0.40737613,0.5236197,0.18286921,0.14227225
0.91150494,2.90223158e-28,0.71928403,0.99413399,0.778,0.8,2.6526527,0.34749885,0.651785,0.22649454,0.40567098,0.521428,0.18119563,0.1409702
0.91234056,5.38885048e-28,0.71554373,0.99419314,0.778,0.8,2.6626627,0.3457572,0.64902874,0.22440636,0.40395549,0.51922299,0.17952509,0.13967052
0.91316863,9.95971682e-28,0.71185587,0.99425073,0.778,0.8,2.6726727,0.34401555,0.64630717,0.22233972,0.40226158,0.51704573,0.17787177,0.13838424
0.91399126,1.83234467e-27,0.70814825,0.99430789,0.778,0.8,2.6826827,0.3422739,0.64355714,0.22027281,0.40054997,0.51484572,0.17621825,0.1370978
0.91480476,3.34547128e-27,0.70442102,0.99436463,0.778,0.8,2.6926927,0.34053225,0.64077623,0.21820497,0.39881912,0.51262098,0.17456397,0.13581077
0.9156018,6.02535538e-27,0.70067433,0.99442095,0.778,0.8,2.7027027,0.33925613,0.6379595,0.21643167,0.39706599,0.5103676,0.17314534,0.13470707
0.91639135,1.08049368e-26,0.69699888,0.99447564,0.778,0.8,2.7127127,0.33923869,0.6351952,0.21548279,0.39534549,0.50815616,0.17238623,0.13411649
0.91717561,1.92928684e-26,0.6933116,0.99452985,0.778,0.8,2.7227227,0.33922125,0.63241009,0.21452694,0.39361204,0.50592807,0.17162156,0.13352157
0.9179548,3.43025865e-26,0.68960697,0.99458368,0.778,0.8,2.7327327,0.33920381,0.62959934,0.2135625,0.39186263,0.50367947,0.17085,0.1329213
0.91871361,5.99742895e-26,0.68588511,0.99463711,0.778,0.8,2.7427427,0.33918637,0.62675266,0.21258596,0.39009085,0.50140213,0.17006877,0.1323135
0.91946459,1.04294802e-25,0.68219952,0.99468939,0.778,0.8,2.7527528,0.33916893,0.62392718,0.21161672,0.38833228,0.49914174,0.16929337,0.13171024
0.92020976,1.80642081e-25,0.67853813,0.99474073,0.778,0.8,2.7627628,0.3391515,0.62111353,0.21065158,0.38658106,0.49689082,0.16852127,0.13110955
0.92095014,3.11639689e-25,0.67486145,0.9947917,0.778,0.8,2.7727728,0.33913406,0.61827671,0.20967869,0.38481543,0.49462137,0.16774295,0.13050402
0.92167824,5.32233656e-25,0.67116962,0.99484231,0.778,0.8,2.7827828,0.33911662,0.61541187,0.20869639,0.38303235,0.4923295,0.16695711,0.12989263
0.92239348,8.99665516e-25,0.66747522,0.99489239,0.778,0.8,2.7927928,0.33909918,0.61253017,0.20770848,0.38123878,0.49002413,0.16616678,0.12927776
0.92310221,1.51506545e-24,0.66384773,0.99494104,0.778,0.8,2.8028028,0.33890989,0.60969918,0.20663308,0.37947677,0.48775935,0.16530647,0.12860843
0.92380644,2.54197153e-24,0.66020691,0.99498935,0.778,0.8,2.8128128,0.3382787,0.60684738,0.20528354,0.37770181,0.4854779,0.16422683,0.12776848
0.9245062,4.24928709e-24,0.65655289,0.99503732,0.778,0.8,2.8228228,0.33764751,0.60397493,0.20393063,0.375914,0.48317995,0.1631445,0.12692642
0.92518736,6.99626679e-24,0.65288582,0.99508495,0.778,0.8,2.8328328,0.33701631,0.60107281,0.20257134,0.37410772,0.48085825,0.16205707,0.1260804
0.92586295,1.14785772e-23,0.64926304,0.99513152,0.778,0.8,2.8428428,0.33638512,0.59820201,0.20122626,0.37232093,0.47856161,0.16098101,0.12524322
0.92653352,1.87672585e-23,0.64566317,0.99517732,0.778,0.8,2.8528529,0.33575393,0.59534351,0.19988892,0.3705418,0.47627481,0.15991114,0.12441087
0.92719988,3.05788053e-23,0.64205192,0.99522281,0.778,0.8,2.8628629,0.33512274,0.59246655,0.19854902,0.36875118,0.47397324,0.15883921,0.12357691
0.92785578,4.94015836e-23,0.63842941,0.99526799,0.778,0.8,2.8728729,0.33449155,0.58956731,0.19720528,0.3669467,0.47165385,0.15776423,0.12274057
0.92849944,7.90263402e-23,0.6347993,0.9953128,0.778,0.8,2.8828829,0.33386036,0.58664811,0.19585855,0.36512978,0.46931849,0.15668684,0.12190236
0.92913726,1.26005903e-22,0.6312449,0.99535624,0.778,0.8,2.8928929,0.33322917,0.58378954,0.1945357,0.36335061,0.46703163,0.15562856,0.12107902
0.92977111,2.0026845e-22,0.62768079,0.99539938,0.778,0.8,2.9029029,0.33241259,0.58091455,0.19310331,0.36156121,0.46473164,0.15448265,0.1201875
0.93040103,3.17286225e-22,0.62410708,0.99544223,0.778,0.8,2.9129129,0.33114214,0.57802331,0.19140788,0.35976171,0.46241865,0.1531263,0.11913226
0.93101679,4.96947159e-22,0.6205239,0.99548478,0.778,0.8,2.9229229,0.3298717,0.57510964,0.18971239,0.35794824,0.46008772,0.15176992,0.11807699
0.93162551,7.74378722e-22,0.61696757,0.99552665,0.778,0.8,2.9329329,0.32860125,0.57221151,0.18802942,0.35614445,0.45776921,0.15042353,0.11702951
0.9322293,1.20305675e-21,0.61346136,0.99556758,0.778,0.8,2.9429429,0.3273308,0.56935181,0.18636639,0.35436457,0.45548145,0.14909311,0.11599444
0.9328294,1.86346673e-21,0.60994716,0.99560823,0.778,0.8,2.952953,0.32606036,0.56647782,0.18470596,0.3525758,0.45318226,0.14776477,0.11496099
0.93342457,2.87498495e-21,0.60642507,0.99564861,0.778,0.8,2.962963,0.32478991,0.56358895,0.183048,0.35077776,0.45087116,0.1464384,0.11392908
0.934004,4.37964047e-21,0.60289523,0.99568872,0.778,0.8,2.972973,0.32351946,0.56067885,0.18139052,0.34896651,0.44854308,0.14511241,0.11289746
0.93457877,6.65295339e-21,0.59941574,0.9957279,0.778,0.8,2.982983,0.32224901,0.55780799,0.17975307,0.34717969,0.44624639,0.14380246,0.11187831
0.93514943,1.00780369e-20,0.59596079,0.99576645,0.778,0.8,2.992993,0.32097857,0.55495299,0.17812802,0.34540274,0.44396239,0.14250241,0.11086688
0.93571664,1.52242182e-20,0.59249938,0.99580475,0.778,0.8,3.003003,0.31975411,0.55208563,0.17653165,0.3436181,0.44166851,0.14122532,0.1098733
0.93627669,2.28665782e-20,0.58903161,0.99584279,0.778,0.8,3.013013,0.31863696,0.54920388,0.17499666,0.34182449,0.4393631,0.13999732,0.10891792
0.93682497,3.402256e-20,0.58555758,0.99588059,0.778,0.8,3.023023,0.31751982,0.5463052,0.17346273,0.34002036,0.43704416,0.13877018,0.1079632
0.9373686,5.04886487e-20,0.58215058,0.99591735,0.778,0.8,3.033033,0.31640267,0.54346181,0.17195277,0.33825063,0.43476945,0.13756221,0.1070234
0.93790871,7.47296071e-20,0.57875231,0.99595372,0.778,0.8,3.043043,0.31528552,0.54062044,0.1704498,0.33648216,0.43249635,0.13635984,0.10608795
0.93844559,1.10325254e-19,0.57534896,0.99598985,0.778,0.8,3.0530531,0.31416837,0.53776848,0.16894985,0.3347071,0.43021478,0.13515988,0.10515439
0.93897416,1.61798347e-19,0.57194063,0.99602574,0.778,0.8,3.0630631,0.31305123,0.53490315,0.16745209,0.33292372,0.42792252,0.13396167,0.10422218
0.93949321,2.35488763e-19,0.56852742,0.99606141,0.778,0.8,3.0730731,0.31193408,0.53202394,0.1659564,0.3311317,0.42561915,0.13276512,0.10329126
0.94000769,3.41906913e-19,0.56518968,0.99609598,0.778,0.8,3.0830831,0.31081693,0.5292085,0.16448696,0.32937937,0.4233668,0.13158957,0.10237669
0.94051904,4.95219154e-19,0.561852,0.99613028,0.778,0.8,3.0930931,0.30969979,0.52638762,0.16302213,0.32762365,0.42111009,0.13041771,0.10146498
0.94102737,7.15564834e-19,0.55851049,0.99616436,0.778,0.8,3.1031031,0.30859106,0.52355774,0.16156524,0.32586234,0.41884619,0.12925219,0.1005582
0.94152688,1.02671654e-18,0.55516523,0.99619823,0.778,0.8,3.1131131,0.30750107,0.52071579,0.16012066,0.3240935,0.41657263,0.12809653,0.099659099
0.9420177,1.46300565e-18,0.5518163,0.99623188,0.778,0.8,3.1231231,0.30641108,0.51786198,0.15867865,0.32231729,0.41428958,0.12694292,0.09876159
0.94250419,2.07997794e-18,0.54855032,0.99626445,0.778,0.8,3.1331331,0.30532109,0.51507965,0.15726468,0.32058558,0.41206372,0.12581175,0.097881538
0.94298782,2.95051701e-18,0.54528276,0.99629681,0.778,0.8,3.1431431,0.3042311,0.51229084,0.15585481,0.31884982,0.40983267,0.12468385,0.097004033
0.94346861,4.17612471e-18,0.54201253,0.99632897,0.778,0.8,3.1531532,0.30314111,0.50949455,0.15444875,0.31710941,0.40759564,0.123559,0.096128899
0.94394172,5.8748801e-18,0.5387397,0.99636092,0.778,0.8,3.1631632,0.30205113,0.50668827,0.15304576,0.31536278,0.40535062,0.12243661,0.095255683
0.94440678,8.21202952e-18,0.53546435,0.99639267,0.778,0.8,3.1731732,0.30096114,0.50387196,0.15164588,0.31360991,0.40309756,0.1213167,0.094384394
0.94486779,1.1454792e-17,0.53226109,0.99642346,0.778,0.8,3.1831832,0.29987115,0.50111766,0.15027073,0.31189563,0.40089413,0.12021658,0.093528502
0.94532605,1.59447504e-17,0.52906086,0.99645401,0.778,0.8,3.1931932,0.29878116,0.49836154,0.14890104,0.31018022,0.39868923,0.11912083,0.092676006
0.94578166,2.2148818e-17,0.52585893,0.99648437,0.778,0.8,3.2032032,0.29703011,0.49559925,0.1472079,0.30846097,0.3964794,0.11776632,0.091622195
0.94623079,3.0609603e-17,0.99909648,0.99651454,0.778,0.8,3.2132132,0.29387429,0.94208079,0.27685332,0.58635108,0.75366463,0.22148266,0.17231351
0.94667095,4.20030346e-17,0.9990466,0.99654453,0.778,0.8,3.2232232,0.29071847,0.94250032,0.27400225,0.5866122,0.75400026,0.2192018,0.170539
0.9471076,5.75244828e-17,0.998995,0.9965737,0.778,0.8,3.2332332,0.28756265,0.94291394,0.27114683,0.58686963,0.75433115,0.21691747,0.16876179
0.94754153,7.86288167e-17,0.99894111,0.99660254,0.778,0.8,3.2432432,0.28440683,0.94332236,0.26828733,0.58712384,0.75465789,0.21462986,0.16698203
0.94797299,1.07269314e-16,0.99888469,0.99663121,0.778,0.8,3.2532533,0.28125102,0.94372574,0.26542382,0.5873749,0.75498059,0.21233906,0.16519979
0.94840012,1.45845885e-16,0.99882564,0.9966597,0.778,0.8,3.2632633,0.2780952,0.94412213,0.26255583,0.58762161,0.7552977,0.21004466,0.16341475
0.94881686,1.96674143e-16,0.99876385,0.99668802,0.778,0.8,3.2732733,0.27493938,0.94450539,0.25968173,0.58786016,0.75560431,0.20774538,0.16162591
0.94923046,2.64733294e-16,0.99869985,0.99671573,0.778,0.8,3.2832833,0.27178356,0.94488285,0.25680363,0.58809508,0.75590628,0.2054429,0.15983458
0.94964122,3.55701169e-16,0.99863341,0.99674299,0.778,0.8,3.2932933,0.26862774,0.94525469,0.25392163,0.58832652,0.75620375,0.20313731,0.15804082
0.95004967,4.77072725e-16,0.99856401,0.99677008,0.778,0.8,3.3033033,0.26656571,0.94562123,0.25207019,0.58855465,0.75649699,0.20165615,0.15688849
0.95045582,6.38724382e-16,0.99849153,0.99679702,0.778,0.8,3.3133133,0.26672438,0.94598239,0.25231657,0.58877944,0.75678591,0.20185326,0.15704183
0.95085168,8.48242973e-16,0.99841587,0.99682379,0.778,0.8,3.3233233,0.26688306,0.94633009,0.25255947,0.58899585,0.75706407,0.20204758,0.15719301
0.95124429,1.1239558e-15,0.99833743,0.99685018,0.778,0.8,3.3333333,0.26704174,0.94667151,0.25280081,0.58920835,0.75733721,0.20224064,0.15734322
