Type,Temperature,DateTime,Timestamp
IMB,39.3854,2017-04-18.12:27:54,1492511274
IMB,39.353,2017-04-18.12:27:59,1492511279
IMB,39.41,2017-04-18.12:28:05,1492511285
IMB,39.4116,2017-04-18.12:28:10,1492511290
IMB,39.4054,2017-04-18.12:28:16,1492511296
IMB,39.3977,2017-04-18.12:28:21,1492511301
IMB,39.4254,2017-04-18.12:28:27,1492511307
IMB,39.4393,2017-04-18.12:28:32,1492511312
IMB,39.4224,2017-04-18.12:28:38,1492511318
IMB,39.3993,2017-04-18.12:28:43,1492511323
IMB,39.4178,2017-04-18.12:28:49,1492511329
IMB,39.4485,2017-04-18.12:28:55,1492511335
IMB,39.4639,2017-04-18.12:29:00,1492511340
IMB,39.4485,2017-04-18.12:29:06,1492511346
IMB,39.4239,2017-04-18.12:29:11,1492511351
IMB,39.3962,2017-04-18.12:29:17,1492511357
IMB,39.4424,2017-04-18.12:29:22,1492511362
IMB,39.4701,2017-04-18.12:29:28,1492511368
IMB,39.4501,2017-04-18.12:29:33,1492511373
IMB,39.5117,2017-04-18.12:29:39,1492511379
IMB,39.541,2017-04-18.12:29:44,1492511384
IMB,39.5225,2017-04-18.12:29:50,1492511390
IMB,39.4901,2017-04-18.12:29:55,1492511395
IMB,39.5163,2017-04-18.12:30:01,1492511401
IMB,39.524,2017-04-18.12:30:06,1492511406
IMB,39.4855,2017-04-18.12:30:12,1492511412
IMB,39.5271,2017-04-18.12:30:18,1492511418
IMB,39.5471,2017-04-18.12:30:23,1492511423
IMB,39.5163,2017-04-18.12:30:29,1492511429
IMB,39.5656,2017-04-18.12:30:34,1492511434
IMB,39.5579,2017-04-18.12:30:40,1492511440
IMB,39.5394,2017-04-18.12:30:45,1492511445
IMB,39.6073,2017-04-18.12:30:51,1492511451
IMB,39.5856,2017-04-18.12:30:56,1492511456
IMB,39.5025,2017-04-18.12:31:02,1492511462
IMB,39.5595,2017-04-18.12:31:07,1492511467
IMB,39.5672,2017-04-18.12:31:13,1492511473
IMB,39.504,2017-04-18.12:31:18,1492511478
IMB,39.5086,2017-04-18.12:31:24,1492511484
IMB,39.5487,2017-04-18.12:31:30,1492511490
IMB,39.5456,2017-04-18.12:31:35,1492511495
IMB,39.5518,2017-04-18.12:31:41,1492511501
IMB,39.5826,2017-04-18.12:31:46,1492511506
IMB,39.5487,2017-04-18.12:31:52,1492511512
IMB,39.5394,2017-04-18.12:31:57,1492511517
IMB,39.5317,2017-04-18.12:32:03,1492511523
IMB,39.5225,2017-04-18.12:32:08,1492511528
IMB,39.5086,2017-04-18.12:32:14,1492511534
IMB,39.4917,2017-04-18.12:32:19,1492511539
IMB,39.5394,2017-04-18.12:32:25,1492511545
IMB,39.5672,2017-04-18.12:32:30,1492511550
IMB,39.6134,2017-04-18.12:32:36,1492511556
IMB,39.5472,2017-04-18.12:32:42,1492511562
IMB,39.5733,2017-04-18.12:32:47,1492511567
IMB,39.598,2017-04-18.12:32:53,1492511573
IMB,39.5857,2017-04-18.12:32:58,1492511578
IMB,39.5502,2017-04-18.12:33:04,1492511584
IMB,39.5456,2017-04-18.12:33:09,1492511589
IMB,39.5533,2017-04-18.12:33:15,1492511595
IMB,39.5872,2017-04-18.12:33:20,1492511600
IMB,39.5749,2017-04-18.12:33:26,1492511606
IMB,39.5595,2017-04-18.12:33:31,1492511611
IMB,39.5903,2017-04-18.12:33:37,1492511617
IMB,39.6211,2017-04-18.12:33:42,1492511622
IMB,39.6165,2017-04-18.12:33:48,1492511628
IMB,39.6458,2017-04-18.12:33:53,1492511633
IMB,39.6257,2017-04-18.12:33:59,1492511639
IMB,39.6057,2017-04-18.12:34:05,1492511645
IMB,39.5687,2017-04-18.12:34:10,1492511650
IMB,39.5764,2017-04-18.12:34:16,1492511656
IMB,39.5841,2017-04-18.12:34:21,1492511661
IMB,39.5779,2017-04-18.12:34:27,1492511667
IMB,39.6103,2017-04-18.12:34:32,1492511672
IMB,39.6257,2017-04-18.12:34:38,1492511678
IMB,39.6688,2017-04-18.12:34:43,1492511683
IMB,39.6781,2017-04-18.12:34:49,1492511689
IMB,39.6858,2017-04-18.12:34:54,1492511694
IMB,39.6565,2017-04-18.12:35:00,1492511700
IMB,39.6242,2017-04-18.12:35:05,1492511705
IMB,39.675,2017-04-18.12:35:11,1492511711
IMB,39.6781,2017-04-18.12:35:17,1492511717
IMB,39.6719,2017-04-18.12:35:22,1492511722
IMB,39.638,2017-04-18.12:35:28,1492511728
IMB,39.5795,2017-04-18.12:35:33,1492511733
IMB,39.6427,2017-04-18.12:35:39,1492511739
IMB,39.6796,2017-04-18.12:35:44,1492511744
IMB,39.6873,2017-04-18.12:35:50,1492511750
IMB,39.5872,2017-04-18.12:35:55,1492511755
IMB,39.6103,2017-04-18.12:36:01,1492511761
IMB,39.5995,2017-04-18.12:36:06,1492511766
IMB,39.6365,2017-04-18.12:36:12,1492511772
IMB,39.6411,2017-04-18.12:36:17,1492511777
IMB,39.6242,2017-04-18.12:36:23,1492511783
IMB,39.615,2017-04-18.12:36:29,1492511789
IMB,39.6273,2017-04-18.12:36:34,1492511794
IMB,39.6365,2017-04-18.12:36:40,1492511800
IMB,39.675,2017-04-18.12:36:45,1492511805
IMB,39.6965,2017-04-18.12:36:51,1492511811
IMB,39.7012,2017-04-18.12:36:56,1492511816
IMB,39.712,2017-04-18.12:37:02,1492511822
IMB,39.7336,2017-04-18.12:37:07,1492511827
IMB,39.7228,2017-04-18.12:37:13,1492511833
IMB,39.6966,2017-04-18.12:37:18,1492511838
IMB,39.7259,2017-04-18.12:37:24,1492511844
IMB,39.7397,2017-04-18.12:37:29,1492511849
IMB,39.7398,2017-04-18.12:37:35,1492511855
IMB,39.7598,2017-04-18.12:37:40,1492511860
IMB,39.7906,2017-04-18.12:37:46,1492511866
IMB,39.8137,2017-04-18.12:37:52,1492511872
IMB,39.7906,2017-04-18.12:37:57,1492511877
IMB,39.7844,2017-04-18.12:38:03,1492511883
IMB,39.7921,2017-04-18.12:38:08,1492511888
IMB,39.7798,2017-04-18.12:38:14,1492511894
IMB,39.7844,2017-04-18.12:38:19,1492511899
IMB,39.7397,2017-04-18.12:38:25,1492511905
IMB,39.7659,2017-04-18.12:38:30,1492511910
IMB,39.8013,2017-04-18.12:38:36,1492511916
IMB,39.806,2017-04-18.12:38:41,1492511921
IMB,39.8122,2017-04-18.12:38:47,1492511927
IMB,39.8214,2017-04-18.12:38:52,1492511932
IMB,39.8307,2017-04-18.12:38:58,1492511938
IMB,39.826,2017-04-18.12:39:04,1492511944
IMB,39.7613,2017-04-18.12:39:09,1492511949
IMB,39.7613,2017-04-18.12:39:15,1492511955
IMB,39.7551,2017-04-18.12:39:20,1492511960
IMB,39.7813,2017-04-18.12:39:26,1492511966
IMB,39.7798,2017-04-18.12:39:31,1492511971
IMB,39.8214,2017-04-18.12:39:37,1492511977
IMB,39.8476,2017-04-18.12:39:42,1492511982
IMB,39.8275,2017-04-18.12:39:48,1492511988
IMB,39.8291,2017-04-18.12:39:53,1492511993
IMB,39.843,2017-04-18.12:39:59,1492511999
IMB,39.8799,2017-04-18.12:40:04,1492512004
IMB,39.883,2017-04-18.12:40:10,1492512010
IMB,39.8892,2017-04-18.12:40:15,1492512015
IMB,39.9061,2017-04-18.12:40:21,1492512021
IMB,39.8722,2017-04-18.12:40:27,1492512027
IMB,39.8938,2017-04-18.12:40:32,1492512032
IMB,39.8969,2017-04-18.12:40:38,1492512038
IMB,39.8938,2017-04-18.12:40:43,1492512043
IMB,39.8168,2017-04-18.12:40:49,1492512049
IMB,39.695,2017-04-18.12:40:54,1492512054
IMB,39.6765,2017-04-18.12:41:00,1492512060
IMB,39.6165,2017-04-18.12:41:05,1492512065
IMB,39.5918,2017-04-18.12:41:11,1492512071
IMB,39.5333,2017-04-18.12:41:16,1492512076
IMB,39.5102,2017-04-18.12:41:22,1492512082
IMB,39.5348,2017-04-18.12:41:27,1492512087
IMB,39.4978,2017-04-18.12:41:33,1492512093
IMB,39.5364,2017-04-18.12:41:39,1492512099
IMB,39.4932,2017-04-18.12:41:44,1492512104
IMB,39.4701,2017-04-18.12:41:50,1492512110
IMB,39.4193,2017-04-18.12:41:55,1492512115
IMB,39.4978,2017-04-18.12:42:01,1492512121
IMB,39.4501,2017-04-18.12:42:06,1492512126
IMB,39.4224,2017-04-18.12:42:12,1492512132
IMB,39.3392,2017-04-18.12:42:17,1492512137
IMB,39.3346,2017-04-18.12:42:23,1492512143
IMB,39.3099,2017-04-18.12:42:28,1492512148
IMB,39.3361,2017-04-18.12:42:34,1492512154
IMB,39.3269,2017-04-18.12:42:39,1492512159
IMB,39.3592,2017-04-18.12:42:45,1492512165
IMB,39.3684,2017-04-18.12:42:50,1492512170
IMB,39.3962,2017-04-18.12:42:56,1492512176
IMB,39.4239,2017-04-18.12:43:02,1492512182
IMB,39.3561,2017-04-18.12:43:07,1492512187
IMB,39.3361,2017-04-18.12:43:13,1492512193
IMB,39.3422,2017-04-18.12:43:18,1492512198
IMB,39.3191,2017-04-18.12:43:24,1492512204
IMB,39.2945,2017-04-18.12:43:29,1492512209
IMB,39.3022,2017-04-18.12:43:35,1492512215
IMB,39.2421,2017-04-18.12:43:40,1492512220
IMB,39.1728,2017-04-18.12:43:46,1492512226
IMB,39.2221,2017-04-18.12:43:51,1492512231
IMB,39.2313,2017-04-18.12:43:57,1492512237
IMB,39.1374,2017-04-18.12:44:02,1492512242
IMB,39.1374,2017-04-18.12:44:08,1492512248
IMB,39.1435,2017-04-18.12:44:14,1492512254
IMB,39.1173,2017-04-18.12:44:19,1492512259
IMB,39.1235,2017-04-18.12:44:25,1492512265
IMB,39.1404,2017-04-18.12:44:30,1492512270
IMB,39.1374,2017-04-18.12:44:36,1492512276
IMB,39.1374,2017-04-18.12:44:41,1492512281
IMB,39.1343,2017-04-18.12:44:47,1492512287
IMB,39.0927,2017-04-18.12:44:52,1492512292
IMB,39.0973,2017-04-18.12:44:58,1492512298
IMB,39.1066,2017-04-18.12:45:03,1492512303
IMB,39.105,2017-04-18.12:45:09,1492512309
IMB,39.1173,2017-04-18.12:45:14,1492512314
IMB,39.1466,2017-04-18.12:45:20,1492512320
IMB,39.1558,2017-04-18.12:45:26,1492512326
IMB,39.1651,2017-04-18.12:45:31,1492512331
IMB,39.1697,2017-04-18.12:45:37,1492512337
IMB,39.142,2017-04-18.12:45:42,1492512342
IMB,39.1297,2017-04-18.12:45:48,1492512348
IMB,39.1636,2017-04-18.12:45:53,1492512353
IMB,39.219,2017-04-18.12:45:59,1492512359
IMB,39.2067,2017-04-18.12:46:04,1492512364
IMB,39.2144,2017-04-18.12:46:10,1492512370
IMB,39.2729,2017-04-18.12:46:15,1492512375
IMB,39.2914,2017-04-18.12:46:21,1492512381
IMB,39.3084,2017-04-18.12:46:26,1492512386
IMB,39.2868,2017-04-18.12:46:32,1492512392
IMB,39.2575,2017-04-18.12:46:37,1492512397
IMB,39.2683,2017-04-18.12:46:43,1492512403
IMB,39.296,2017-04-18.12:46:49,1492512409
IMB,39.2976,2017-04-18.12:46:54,1492512414
IMB,39.3315,2017-04-18.12:47:00,1492512420
IMB,39.3315,2017-04-18.12:47:05,1492512425
IMB,39.3576,2017-04-18.12:47:11,1492512431
IMB,39.3499,2017-04-18.12:47:16,1492512436
IMB,39.3577,2017-04-18.12:47:22,1492512442
IMB,39.3854,2017-04-18.12:47:27,1492512447
IMB,39.3746,2017-04-18.12:47:33,1492512453
IMB,39.4008,2017-04-18.12:47:38,1492512458
IMB,39.4301,2017-04-18.12:47:44,1492512464
IMB,39.4331,2017-04-18.12:47:49,1492512469
IMB,39.4562,2017-04-18.12:47:55,1492512475
IMB,39.4901,2017-04-18.12:48:01,1492512481
IMB,39.4855,2017-04-18.12:48:06,1492512486
IMB,39.4793,2017-04-18.12:48:12,1492512492
IMB,39.487,2017-04-18.12:48:17,1492512497
IMB,39.4978,2017-04-18.12:48:23,1492512503
IMB,39.5148,2017-04-18.12:48:28,1492512508
IMB,39.5364,2017-04-18.12:48:34,1492512514
IMB,39.5133,2017-04-18.12:48:39,1492512519
IMB,39.467,2017-04-18.12:48:45,1492512525
IMB,39.4639,2017-04-18.12:48:50,1492512530
IMB,39.4932,2017-04-18.12:48:56,1492512536
IMB,39.5025,2017-04-18.12:49:01,1492512541
IMB,39.4886,2017-04-18.12:49:07,1492512547
IMB,39.4763,2017-04-18.12:49:12,1492512552
IMB,39.4455,2017-04-18.12:49:18,1492512558
IMB,39.4901,2017-04-18.12:49:24,1492512564
IMB,39.4624,2017-04-18.12:49:29,1492512569
IMB,39.4485,2017-04-18.12:49:35,1492512575
IMB,39.4978,2017-04-18.12:49:40,1492512580
IMB,39.5133,2017-04-18.12:49:46,1492512586
IMB,39.5148,2017-04-18.12:49:51,1492512591
IMB,39.5225,2017-04-18.12:49:57,1492512597
IMB,39.4701,2017-04-18.12:50:02,1492512602
IMB,39.4855,2017-04-18.12:50:08,1492512608
IMB,39.4809,2017-04-18.12:50:13,1492512613
IMB,39.4824,2017-04-18.12:50:19,1492512619
IMB,39.4994,2017-04-18.12:50:24,1492512624
IMB,39.504,2017-04-18.12:50:30,1492512630
IMB,39.4994,2017-04-18.12:50:36,1492512636
IMB,39.487,2017-04-18.12:50:41,1492512641
IMB,39.4793,2017-04-18.12:50:47,1492512647
IMB,39.4362,2017-04-18.12:50:52,1492512652
IMB,39.4655,2017-04-18.12:50:58,1492512658
IMB,39.4686,2017-04-18.12:51:03,1492512663
IMB,39.4639,2017-04-18.12:51:09,1492512669
IMB,39.5025,2017-04-18.12:51:14,1492512674
IMB,39.4716,2017-04-18.12:51:20,1492512680
IMB,39.504,2017-04-18.12:51:25,1492512685
IMB,39.487,2017-04-18.12:51:31,1492512691
IMB,39.4747,2017-04-18.12:51:36,1492512696
IMB,39.4886,2017-04-18.12:51:42,1492512702
IMB,39.4578,2017-04-18.12:51:48,1492512708
IMB,39.4624,2017-04-18.12:51:53,1492512713
IMB,39.484,2017-04-18.12:51:59,1492512719
IMB,39.4701,2017-04-18.12:52:04,1492512724
IMB,39.5056,2017-04-18.12:52:10,1492512730
IMB,39.541,2017-04-18.12:52:15,1492512735
IMB,39.5671,2017-04-18.12:52:21,1492512741
IMB,39.5502,2017-04-18.12:52:26,1492512746
IMB,39.5502,2017-04-18.12:52:32,1492512752
IMB,39.5625,2017-04-18.12:52:37,1492512757
IMB,39.5595,2017-04-18.12:52:43,1492512763
IMB,39.5348,2017-04-18.12:52:48,1492512768
IMB,39.5225,2017-04-18.12:52:54,1492512774
IMB,39.5071,2017-04-18.12:52:59,1492512779
IMB,39.5333,2017-04-18.12:53:05,1492512785
IMB,39.5364,2017-04-18.12:53:11,1492512791
IMB,39.5395,2017-04-18.12:53:16,1492512796
IMB,39.4994,2017-04-18.12:53:22,1492512802
IMB,39.5641,2017-04-18.12:53:27,1492512807
IMB,39.5918,2017-04-18.12:53:33,1492512813
IMB,39.5841,2017-04-18.12:53:38,1492512818
IMB,39.6088,2017-04-18.12:53:44,1492512824
IMB,39.6119,2017-04-18.12:53:49,1492512829
IMB,39.6057,2017-04-18.12:53:55,1492512835
IMB,39.6488,2017-04-18.12:54:00,1492512840
IMB,39.6349,2017-04-18.12:54:06,1492512846
IMB,39.6519,2017-04-18.12:54:11,1492512851
IMB,39.6627,2017-04-18.12:54:17,1492512857
IMB,39.6057,2017-04-18.12:54:23,1492512863
IMB,39.6088,2017-04-18.12:54:28,1492512868
IMB,39.6196,2017-04-18.12:54:34,1492512874
IMB,39.6396,2017-04-18.12:54:39,1492512879
IMB,39.6519,2017-04-18.12:54:45,1492512885
IMB,39.6334,2017-04-18.12:54:50,1492512890
IMB,39.6688,2017-04-18.12:54:56,1492512896
IMB,39.6334,2017-04-18.12:55:01,1492512901
IMB,39.6488,2017-04-18.12:55:07,1492512907
IMB,39.6134,2017-04-18.12:55:12,1492512912
IMB,39.6396,2017-04-18.12:55:18,1492512918
IMB,39.6504,2017-04-18.12:55:23,1492512923
IMB,39.6796,2017-04-18.12:55:29,1492512929
IMB,39.7243,2017-04-18.12:55:34,1492512934
IMB,39.6457,2017-04-18.12:55:40,1492512940
IMB,39.6611,2017-04-18.12:55:46,1492512946
IMB,39.6873,2017-04-18.12:55:51,1492512951
IMB,39.6827,2017-04-18.12:55:57,1492512957
IMB,39.6242,2017-04-18.12:56:02,1492512962
IMB,39.655,2017-04-18.12:56:08,1492512968
IMB,39.6935,2017-04-18.12:56:13,1492512973
IMB,39.7243,2017-04-18.12:56:19,1492512979
IMB,39.7567,2017-04-18.12:56:24,1492512984
IMB,39.7413,2017-04-18.12:56:30,1492512990
IMB,39.7721,2017-04-18.12:56:35,1492512995
IMB,39.7521,2017-04-18.12:56:41,1492513001
IMB,39.7628,2017-04-18.12:56:46,1492513006
IMB,39.7736,2017-04-18.12:56:52,1492513012
IMB,39.7628,2017-04-18.12:56:58,1492513018
IMB,39.7089,2017-04-18.12:57:03,1492513023
IMB,39.6765,2017-04-18.12:57:09,1492513029
IMB,39.6889,2017-04-18.12:57:14,1492513034
IMB,39.6735,2017-04-18.12:57:20,1492513040
IMB,39.7027,2017-04-18.12:57:25,1492513045
IMB,39.7382,2017-04-18.12:57:31,1492513051
IMB,39.6889,2017-04-18.12:57:36,1492513056
IMB,39.6858,2017-04-18.12:57:42,1492513062
IMB,39.6519,2017-04-18.12:57:47,1492513067
IMB,39.7012,2017-04-18.12:57:53,1492513073
IMB,39.712,2017-04-18.12:57:58,1492513078
IMB,39.7074,2017-04-18.12:58:04,1492513084
IMB,39.6796,2017-04-18.12:58:10,1492513090
IMB,39.6442,2017-04-18.12:58:15,1492513095
IMB,39.6488,2017-04-18.12:58:21,1492513101
IMB,39.6504,2017-04-18.12:58:26,1492513106
IMB,39.6411,2017-04-18.12:58:32,1492513112
IMB,39.6535,2017-04-18.12:58:37,1492513117
IMB,39.6304,2017-04-18.12:58:43,1492513123
IMB,39.5857,2017-04-18.12:58:48,1492513128
IMB,39.6011,2017-04-18.12:58:54,1492513134
IMB,39.5995,2017-04-18.12:58:59,1492513139
IMB,39.6242,2017-04-18.12:59:05,1492513145
IMB,39.6719,2017-04-18.12:59:10,1492513150
IMB,39.6858,2017-04-18.12:59:16,1492513156
IMB,39.7228,2017-04-18.12:59:22,1492513162
IMB,39.7182,2017-04-18.12:59:27,1492513167
IMB,39.6827,2017-04-18.12:59:33,1492513173
IMB,39.7151,2017-04-18.12:59:38,1492513178
IMB,39.732,2017-04-18.12:59:44,1492513184
IMB,39.7551,2017-04-18.12:59:49,1492513189
IMB,39.7505,2017-04-18.12:59:55,1492513195
IMB,39.7859,2017-04-18.13:00:00,1492513200
IMB,39.7212,2017-04-18.13:00:06,1492513206
IMB,39.7367,2017-04-18.13:00:11,1492513211
IMB,39.7936,2017-04-18.13:00:17,1492513217
IMB,39.7983,2017-04-18.13:00:22,1492513222
IMB,39.8106,2017-04-18.13:00:28,1492513228
IMB,39.8399,2017-04-18.13:00:33,1492513233
IMB,39.8538,2017-04-18.13:00:39,1492513239
IMB,39.8584,2017-04-18.13:00:45,1492513245
IMB,39.8137,2017-04-18.13:00:50,1492513250
IMB,39.7813,2017-04-18.13:00:56,1492513256
IMB,39.6473,2017-04-18.13:01:01,1492513261
IMB,39.581,2017-04-18.13:01:07,1492513267
IMB,39.4901,2017-04-18.13:01:12,1492513272
IMB,39.5364,2017-04-18.13:01:18,1492513278
IMB,39.5579,2017-04-18.13:01:23,1492513283
IMB,39.5456,2017-04-18.13:01:29,1492513289
IMB,39.5656,2017-04-18.13:01:34,1492513294
IMB,39.4917,2017-04-18.13:01:40,1492513300
IMB,39.5363,2017-04-18.13:01:45,1492513305
IMB,39.467,2017-04-18.13:01:51,1492513311
IMB,39.4747,2017-04-18.13:01:57,1492513317
IMB,39.4347,2017-04-18.13:02:02,1492513322
IMB,39.4147,2017-04-18.13:02:08,1492513328
IMB,39.3484,2017-04-18.13:02:13,1492513333
IMB,39.3084,2017-04-18.13:02:19,1492513339
IMB,39.3161,2017-04-18.13:02:24,1492513344
IMB,39.3222,2017-04-18.13:02:30,1492513350
IMB,39.3007,2017-04-18.13:02:35,1492513355
IMB,39.2991,2017-04-18.13:02:41,1492513361
IMB,39.3191,2017-04-18.13:02:46,1492513366
IMB,39.3422,2017-04-18.13:02:52,1492513372
IMB,39.2591,2017-04-18.13:02:57,1492513377
IMB,39.1866,2017-04-18.13:03:03,1492513383
IMB,39.0881,2017-04-18.13:03:09,1492513389
IMB,39.1682,2017-04-18.13:03:14,1492513394
IMB,39.1975,2017-04-18.13:03:20,1492513400
IMB,39.1913,2017-04-18.13:03:25,1492513405
IMB,39.1805,2017-04-18.13:03:31,1492513411
IMB,39.1127,2017-04-18.13:03:36,1492513416
IMB,38.6999,2017-04-18.13:03:42,1492513422
IMB,37.4849,2017-04-18.13:03:47,1492513427
IMB,36.7859,2017-04-18.13:03:53,1492513433
IMB,36.1718,2017-04-18.13:03:58,1492513438
IMB,35.5793,2017-04-18.13:04:04,1492513444
IMB,35.073,2017-04-18.13:04:10,1492513450
IMB,34.6761,2017-04-18.13:04:15,1492513455
IMB,34.3269,2017-04-18.13:04:21,1492513461
IMB,33.9439,2017-04-18.13:04:26,1492513466
IMB,33.6363,2017-04-18.13:04:32,1492513472
IMB,33.3241,2017-04-18.13:04:37,1492513477
IMB,33.055,2017-04-18.13:04:43,1492513483
IMB,32.8628,2017-04-18.13:04:48,1492513488
IMB,32.6614,2017-04-18.13:04:54,1492513494
IMB,32.4523,2017-04-18.13:04:59,1492513499
IMB,32.2078,2017-04-18.13:05:05,1492513505
IMB,32.0587,2017-04-18.13:05:10,1492513510
IMB,31.9173,2017-04-18.13:05:16,1492513516
IMB,31.8067,2017-04-18.13:05:22,1492513522
IMB,31.6422,2017-04-18.13:05:27,1492513527
IMB,31.4977,2017-04-18.13:05:33,1492513533
IMB,31.3701,2017-04-18.13:05:38,1492513538
IMB,31.2764,2017-04-18.13:05:44,1492513544
IMB,31.1335,2017-04-18.13:05:49,1492513549
IMB,31.0644,2017-04-18.13:05:55,1492513555
IMB,30.9737,2017-04-18.13:06:00,1492513560
IMB,30.9322,2017-04-18.13:06:06,1492513566
IMB,30.8907,2017-04-18.13:06:11,1492513571
IMB,30.8569,2017-04-18.13:06:17,1492513577
IMB,30.7908,2017-04-18.13:06:22,1492513582
IMB,30.7416,2017-04-18.13:06:28,1492513588
IMB,30.6587,2017-04-18.13:06:34,1492513594
IMB,30.6064,2017-04-18.13:06:39,1492513599
IMB,30.5665,2017-04-18.13:06:45,1492513605
IMB,30.5004,2017-04-18.13:06:50,1492513610
IMB,30.4758,2017-04-18.13:06:56,1492513616
IMB,30.4313,2017-04-18.13:07:01,1492513621
IMB,30.3468,2017-04-18.13:07:07,1492513627
IMB,30.3468,2017-04-18.13:07:12,1492513632
IMB,30.3099,2017-04-18.13:07:18,1492513638
IMB,30.3437,2017-04-18.13:07:23,1492513643
IMB,30.2945,2017-04-18.13:07:29,1492513649
IMB,30.2914,2017-04-18.13:07:35,1492513655
IMB,30.2499,2017-04-18.13:07:40,1492513660
IMB,30.2023,2017-04-18.13:07:46,1492513666
IMB,30.1992,2017-04-18.13:07:51,1492513671
IMB,30.2115,2017-04-18.13:07:57,1492513677
IMB,30.1777,2017-04-18.13:08:02,1492513682
IMB,30.1424,2017-04-18.13:08:08,1492513688
IMB,30.1409,2017-04-18.13:08:13,1492513693
IMB,30.1163,2017-04-18.13:08:19,1492513699
IMB,30.1409,2017-04-18.13:08:24,1492513704
IMB,30.1194,2017-04-18.13:08:30,1492513710
IMB,30.101,2017-04-18.13:08:36,1492513716
IMB,30.0871,2017-04-18.13:08:41,1492513721
IMB,30.0948,2017-04-18.13:08:47,1492513727
IMB,30.0994,2017-04-18.13:08:52,1492513732
IMB,30.0594,2017-04-18.13:08:58,1492513738
IMB,30.0502,2017-04-18.13:09:03,1492513743
IMB,30.0456,2017-04-18.13:09:09,1492513749
IMB,30.0548,2017-04-18.13:09:14,1492513754
IMB,30.0379,2017-04-18.13:09:20,1492513760
IMB,30.0226,2017-04-18.13:09:25,1492513765
IMB,30.0072,2017-04-18.13:09:31,1492513771
IMB,30.0088,2017-04-18.13:09:36,1492513776
IMB,29.9565,2017-04-18.13:09:42,1492513782
IMB,29.9611,2017-04-18.13:09:48,1492513788
IMB,29.9258,2017-04-18.13:09:53,1492513793
IMB,29.9304,2017-04-18.13:09:59,1492513799
IMB,29.9135,2017-04-18.13:10:04,1492513804
IMB,29.9227,2017-04-18.13:10:10,1492513810
IMB,29.9304,2017-04-18.13:10:15,1492513815
IMB,29.9089,2017-04-18.13:10:21,1492513821
IMB,29.9565,2017-04-18.13:10:26,1492513826
IMB,29.9611,2017-04-18.13:10:32,1492513832
IMB,29.9319,2017-04-18.13:10:37,1492513837
IMB,29.9135,2017-04-18.13:10:43,1492513843
IMB,29.9058,2017-04-18.13:10:49,1492513849
IMB,29.8613,2017-04-18.13:10:54,1492513854
IMB,29.852,2017-04-18.13:11:00,1492513860
IMB,29.8474,2017-04-18.13:11:05,1492513865
IMB,29.8413,2017-04-18.13:11:11,1492513871
IMB,29.8275,2017-04-18.13:11:16,1492513876
IMB,29.8551,2017-04-18.13:11:22,1492513882
IMB,29.8736,2017-04-18.13:11:27,1492513887
IMB,29.8336,2017-04-18.13:11:33,1492513893
IMB,29.806,2017-04-18.13:11:38,1492513898
IMB,29.8137,2017-04-18.13:11:44,1492513904
IMB,29.8106,2017-04-18.13:11:49,1492513909
IMB,29.7891,2017-04-18.13:11:55,1492513915
IMB,29.7675,2017-04-18.13:12:00,1492513920
IMB,29.7968,2017-04-18.13:12:06,1492513926
IMB,29.8029,2017-04-18.13:12:12,1492513932
IMB,29.7876,2017-04-18.13:12:17,1492513937
IMB,29.7983,2017-04-18.13:12:23,1492513943
IMB,29.7968,2017-04-18.13:12:28,1492513948
IMB,29.7829,2017-04-18.13:12:34,1492513954
IMB,29.7891,2017-04-18.13:12:39,1492513959
IMB,29.8152,2017-04-18.13:12:45,1492513965
IMB,29.7937,2017-04-18.13:12:50,1492513970
IMB,29.7783,2017-04-18.13:12:56,1492513976
IMB,29.7737,2017-04-18.13:13:01,1492513981
IMB,29.7599,2017-04-18.13:13:07,1492513987
IMB,29.7506,2017-04-18.13:13:12,1492513992
IMB,29.7598,2017-04-18.13:13:18,1492513998
IMB,29.7706,2017-04-18.13:13:24,1492514004
IMB,29.746,2017-04-18.13:13:29,1492514009
IMB,29.7368,2017-04-18.13:13:35,1492514015
IMB,29.7184,2017-04-18.13:13:40,1492514020
IMB,29.7307,2017-04-18.13:13:46,1492514026
IMB,29.7476,2017-04-18.13:13:51,1492514031
IMB,29.7476,2017-04-18.13:13:57,1492514037
IMB,29.7368,2017-04-18.13:14:02,1492514042
IMB,29.6954,2017-04-18.13:14:08,1492514048
IMB,29.6985,2017-04-18.13:14:13,1492514053
IMB,29.7123,2017-04-18.13:14:19,1492514059
IMB,29.7092,2017-04-18.13:14:24,1492514064
IMB,29.6877,2017-04-18.13:14:30,1492514070
IMB,29.6893,2017-04-18.13:14:35,1492514075
IMB,29.7015,2017-04-18.13:14:41,1492514081
IMB,29.7092,2017-04-18.13:14:47,1492514087
IMB,29.7199,2017-04-18.13:14:52,1492514092
IMB,29.7307,2017-04-18.13:14:58,1492514098
IMB,29.7261,2017-04-18.13:15:03,1492514103
IMB,29.7184,2017-04-18.13:15:09,1492514109
IMB,29.7153,2017-04-18.13:15:14,1492514114
IMB,29.6939,2017-04-18.13:15:20,1492514120
IMB,29.7,2017-04-18.13:15:25,1492514125
IMB,29.7138,2017-04-18.13:15:31,1492514131
IMB,29.6939,2017-04-18.13:15:36,1492514136
IMB,29.6662,2017-04-18.13:15:42,1492514142
