limits,candsInSens
2.62311132e+42,4
1.97302863e+42,3
1.7001473e+42,1
1.59510718e+42,3
1.46064797e+42,0
1.87280047e+42,3
1.80478993e+42,3
1.23486451e+42,1
2.1123283e+42,3
9.28998088e+41,1
1.44314474e+42,1
1.39799101e+42,2
2.9922371e+42,2
1.6408733e+42,4
1.60879003e+42,1
2.97372384e+42,5
1.75447111e+42,1
3.96924432e+42,6
1.04975632e+42,1
1.06485651e+42,1
1.39508156e+42,2
2.25215737e+42,4
1.23923174e+42,2
2.14649003e+42,3
2.16561888e+42,3
2.07090345e+42,4
1.51014082e+42,1
2.41194956e+42,4
1.85267473e+42,3
1.7061109e+42,3
2.48257515e+42,3
2.14045265e+42,5
1.83620371e+42,3
1.10701386e+42,2
9.06993329e+41,0
1.43207023e+42,2
1.39869714e+42,0
1.51166525e+42,1
1.27655533e+42,2
1.64805881e+42,2
2.4059459e+42,3
1.9934504e+42,6
3.38047843e+42,5
3.34995646e+42,5
1.85079999e+42,2
1.10762875e+42,1
1.92046188e+42,0
1.66630518e+42,2
2.30286205e+42,1
2.26140724e+42,2
1.26447447e+42,2
1.88709692e+42,2
1.08917032e+42,2
9.3824789e+41,0
3.07400035e+42,4
1.28484406e+42,3
1.46478518e+42,0
2.6000662e+42,4
2.53060844e+42,2
3.29529444e+42,7
9.38915526e+41,0
2.81031844e+42,5
1.32132826e+42,0
1.42673011e+42,0
2.12512278e+42,2
1.36144268e+42,2
3.42982831e+42,5
2.09083074e+42,1
1.11243334e+42,0
1.46898207e+42,2
1.28504446e+42,0
1.56838262e+42,2
2.77198368e+42,1
2.12114571e+42,4
1.09865252e+42,0
1.81786862e+42,2
3.07896533e+42,3
1.71167727e+42,3
1.54404444e+42,2
1.20383902e+42,2
1.1279894e+42,0
2.5408721e+42,3
3.00473701e+42,3
1.62133367e+42,1
1.39000051e+42,1
2.21218971e+42,4
2.81316861e+42,6
3.01413585e+42,4
2.20979702e+42,3
1.92846963e+42,2
1.70455404e+42,2
1.26365673e+42,2
2.38094427e+42,4
1.57859728e+42,2
2.78451432e+42,2
3.18273092e+42,5
2.82055386e+42,3
1.37021265e+42,1
9.67199076e+41,0
3.15014813e+42,4
1.88726096e+42,2
1.21421271e+42,1
1.16568905e+42,2
2.24068079e+42,2
1.85016756e+42,2
1.18579102e+42,2
1.5490235e+42,3
1.5238681e+42,1
1.65348947e+42,1
1.46501716e+42,4
1.56090403e+42,3
