limits,candsInSens
7.76242e-41,1
7.53747783e-41,2
5.17972961e-41,0
7.47257372e-41,0
8.7018761e-41,2
6.16536638e-41,1
8.43095289e-41,1
1.05444493e-40,2
4.58371096e-41,0
5.85041558e-41,0
7.04803267e-41,0
1.07632205e-40,2
5.66698785e-41,0
6.5928107e-41,0
5.18886984e-41,0
1.23183841e-40,2
8.40122869e-41,1
4.39644118e-41,0
6.34887068e-41,0
5.7451016e-41,0
1.25007734e-40,1
8.00780964e-41,1
8.78596404e-41,2
1.12982504e-40,1
6.57339848e-41,1
5.7449796e-41,1
5.12762136e-41,0
7.13881204e-41,0
7.99423131e-41,2
8.0256749e-41,0
6.28898179e-41,0
5.60839952e-41,2
1.17388851e-40,2
6.47682545e-41,1
6.14388662e-41,0
5.27919336e-41,0
7.62969251e-41,1
5.25018508e-41,0
4.67149694e-41,0
4.69366762e-41,0
5.55694421e-41,1
5.56949591e-41,0
5.97126151e-41,0
1.04559804e-40,3
7.42043181e-41,1
5.19684272e-41,1
4.62932152e-41,1
6.55907339e-41,0
7.0991917e-41,1
7.44397991e-41,1
6.65509969e-41,0
7.57021795e-41,0
6.45951888e-41,1
4.76962676e-41,0
1.1085458e-40,2
5.89760421e-41,0
5.89460368e-41,0
4.64152027e-41,0
9.64727776e-41,0
8.732359e-41,1
1.39965739e-40,1
7.7138111e-41,0
8.30861051e-41,1
1.14616323e-40,2
5.33196608e-41,0
6.87219701e-41,1
6.07207031e-41,1
5.68988551e-41,0
7.46144529e-41,2
7.13274494e-41,0
9.71508957e-41,4
9.15908039e-41,2
8.53883574e-41,1
8.39036684e-41,0
4.01942831e-41,0
5.05905674e-41,0
7.03217664e-41,1
6.44773027e-41,0
5.80050115e-41,0
6.51850888e-41,0
5.41714712e-41,0
7.34093686e-41,0
9.39672227e-41,2
5.69313037e-41,0
5.82560753e-41,0
5.10974033e-41,0
4.89682968e-41,0
6.00623492e-41,0
4.94374718e-41,0
4.71037205e-41,0
7.82545071e-41,0
5.09574528e-41,0
5.3274097e-41,0
4.42162393e-41,0
6.92092781e-41,1
8.29180649e-41,0
9.38649656e-41,2
6.47470835e-41,1
6.48598808e-41,1
8.65127446e-41,0
1.07447036e-40,1
5.76340534e-41,0
5.49949205e-41,0
4.73028149e-41,0
5.78358072e-41,0
6.6144543e-41,0
7.43624316e-41,1
6.56161164e-41,2
7.12168574e-41,1
5.31844896e-41,0
6.79426121e-41,1
5.75315837e-41,0
4.91583514e-41,0
5.38585549e-41,0
7.49757534e-41,1
8.10912486e-41,1
6.00777333e-41,0
4.8199906e-41,1
7.94417886e-41,1
5.60768542e-41,0
1.27717662e-40,3
5.49483982e-41,1
9.17894635e-41,1
9.63397123e-41,1
6.43609498e-41,0
4.71322077e-41,0
5.54018799e-41,0
6.65928276e-41,1
4.65707478e-41,0
6.87585724e-41,1
5.51220602e-41,0
7.61934981e-41,0
5.29869261e-40,1
6.89377767e-41,0
6.38155344e-41,1
8.1309264e-41,2
5.84699981e-41,0
7.00402958e-41,1
7.51922647e-41,1
6.15467428e-41,0
5.20140727e-41,1
5.19849013e-41,0
7.0330916e-41,0
5.50868546e-41,0
6.59488565e-41,0
5.12709118e-41,0
7.56986693e-41,0
6.10977701e-41,0
5.11193038e-41,0
4.14101887e-41,0
6.36135191e-41,0
5.96938577e-41,0
9.30238245e-41,1
4.51878696e-41,0
4.24188214e-41,0
6.55339375e-41,0
5.97482567e-41,0
3.95010148e-41,0
7.40212196e-41,1
5.98900465e-41,0
6.03425174e-41,0
5.18202655e-41,0
7.35759955e-41,0
9.37218064e-41,1
5.73173994e-41,1
7.71121221e-41,1
1.4727452e-40,2
7.96983027e-41,2
8.45930791e-41,1
5.40684933e-41,0
5.3525344e-41,1
6.46759244e-41,0
6.51253392e-41,2
2.27760458e-40,1
6.60595728e-41,1
8.38972992e-41,0
6.97815219e-41,0
6.2105247e-41,0
6.51129344e-41,0
8.97975481e-41,1
7.79152168e-41,0
8.566174e-41,3
6.73518764e-41,0
7.17563775e-41,0
1.05561014e-40,1
4.76427295e-41,0
4.80729106e-41,0
8.16445411e-41,1
7.17092793e-41,0
5.53742214e-41,0
1.23366114e-40,1
6.47077319e-41,1
6.15214781e-41,1
5.01876002e-41,0
6.87606446e-41,0
6.11065311e-41,0
4.93901884e-41,0
1.41567855e-40,2
6.8816326e-41,1
7.18701248e-41,0
7.63553114e-41,3
7.59631875e-41,1
4.97434159e-41,0
8.01842169e-41,0
4.766038e-41,0
6.36847608e-41,1
8.41220538e-41,1
4.10125129e-41,0
1.17653856e-40,2
5.73737652e-41,0
8.22679059e-41,0
5.42374295e-41,0
6.33640529e-41,0
5.02156411e-41,0
9.31466098e-41,1
7.51180289e-41,1
1.18319795e-40,4
1.29272535e-40,1
7.91095112e-41,1
9.47004354e-41,1
7.79761212e-41,1
4.4416692e-41,0
6.30988659e-41,1
6.11415038e-41,1
4.50000813e-41,0
9.62249851e-41,1
5.82959403e-41,0
9.63799507e-41,0
4.20304817e-41,0
5.27051905e-41,1
7.4030717e-41,2
9.2606218e-41,1
8.92887552e-41,1
8.50061259e-41,0
6.51440261e-41,1
6.51929959e-41,1
7.6801779e-41,2
6.96388163e-41,0
8.96982855e-41,1
1.18755496e-40,2
1.07615069e-40,2
6.35611566e-41,1
4.19867223e-41,0
8.64401021e-41,1
6.51713267e-41,1
7.95924526e-41,0
5.40878406e-41,0
5.55883966e-41,1
5.42607365e-41,0
4.70670084e-41,0
5.88211673e-41,0
4.99797943e-41,0
5.50254691e-41,0
8.63159952e-41,1
4.34877005e-41,0
4.51605959e-41,0
4.99396276e-41,0
4.71915728e-41,0
7.82752424e-41,1
7.31618352e-41,0
7.70369664e-41,0
6.18981436e-41,0
7.60418866e-41,0
8.09566764e-41,0
7.09218587e-41,0
6.69739038e-41,0
7.393982e-41,1
8.62687535e-41,1
9.31395782e-41,0
6.19991471e-41,1
8.51461711e-41,2
6.24494984e-41,0
8.2859001e-41,2
9.4767787e-41,1
8.30052756e-41,2
9.05497811e-41,1
6.35890411e-41,0
5.95278307e-41,0
5.08456276e-41,0
5.21737168e-41,0
7.51111064e-41,0
6.49286538e-41,1
5.50678916e-41,0
