xFit,yFit,prevVals_GGPLOTNIM_INTERNAL
0.86324316,435.94502,0
0.86366635,437.17507,0
0.86408955,438.39464,0
0.86451274,439.60363,0
0.86493593,440.80192,0
0.86535913,441.98941,0
0.86578232,443.166,0
0.86620552,444.33158,0
0.86662871,445.48605,0
0.8670519,446.62931,0
0.8674751,447.76125,0
0.86789829,448.88178,0
0.86832149,449.99079,0
0.86874468,451.08818,0
0.86916788,452.17386,0
0.86959107,453.24774,0
0.87001426,454.3097,0
0.87043746,455.35966,0
0.87086065,456.39752,0
0.87128385,457.4232,0
0.87170704,458.43659,0
0.87213024,459.4376,0
0.87255343,460.42615,0
0.87297662,461.40214,0
0.87339982,462.36548,0
0.87382301,463.3161,0
0.87424621,464.25389,0
0.8746694,465.17878,0
0.8750926,466.09068,0
0.87551579,466.9895,0
0.87593898,467.87517,0
0.87636218,468.74761,0
0.87678537,469.60672,0
0.87720857,470.45244,0
0.87763176,471.28468,0
0.87805496,472.10338,0
0.87847815,472.90844,0
0.87890134,473.69981,0
0.87932454,474.47739,0
0.87974773,475.24114,0
0.88017093,475.99096,0
0.88059412,476.7268,0
0.88101732,477.44858,0
0.88144051,478.15623,0
0.8818637,478.8497,0
0.8822869,479.52891,0
0.88271009,480.1938,0
0.88313329,480.84432,0
0.88355648,481.48039,0
0.88397967,482.10197,0
0.88440287,482.70898,0
0.88482606,483.30138,0
0.88524926,483.87911,0
0.88567245,484.44211,0
0.88609565,484.99033,0
0.88651884,485.52372,0
0.88694203,486.04224,0
0.88736523,486.54582,0
0.88778842,487.03442,0
0.88821162,487.50801,0
0.88863481,487.96652,0
0.88905801,488.40992,0
0.8894812,488.83817,0
0.88990439,489.25123,0
0.89032759,489.64905,0
0.89075078,490.0316,0
0.89117398,490.39885,0
0.89159717,490.75075,0
0.89202037,491.08728,0
0.89244356,491.4084,0
0.89286675,491.71408,0
0.89328995,492.00429,0
0.89371314,492.27902,0
0.89413634,492.53822,0
0.89455953,492.78187,0
0.89498273,493.00996,0
0.89540592,493.22245,0
0.89582911,493.41934,0
0.89625231,493.6006,0
0.8966755,493.76621,0
0.8970987,493.91616,0
0.89752189,494.05043,0
0.89794508,494.16901,0
0.89836828,494.27189,0
0.89879147,494.35906,0
0.89921467,494.43051,0
0.89963786,494.48624,0
0.90006106,494.52624,0
0.90048425,494.5505,0
0.90090744,494.55902,0
0.90133064,494.55181,0
0.90175383,494.52886,0
0.90217703,494.49017,0
0.90260022,494.43575,0
0.90302342,494.36561,0
0.90344661,494.27974,0
0.9038698,494.17817,0
0.904293,494.06089,0
0.90471619,493.92793,0
0.90513939,493.77928,0
0.90556258,493.61497,0
0.90598578,493.43502,0
0.90640897,493.23943,0
0.90683216,493.02823,0
0.90725536,492.80144,0
0.90767855,492.55908,0
0.90810175,492.30117,0
0.90852494,492.02774,0
0.90894814,491.73881,0
0.90937133,491.43442,0
0.90979452,491.11458,0
0.91021772,490.77933,0
0.91064091,490.42871,0
0.91106411,490.06274,0
0.9114873,489.68146,0
0.9119105,489.28491,0
0.91233369,488.87312,0
0.91275688,488.44613,0
0.91318008,488.00399,0
0.91360327,487.54673,0
0.91402647,487.0744,0
0.91444966,486.58704,0
