xFit,yFit,prevVals_GGPLOTNIM_INTERNAL
0.91333759,203.81774,0
0.91371707,204.38673,0
0.91409655,204.95336,0
0.91447602,205.51759,0
0.9148555,206.07939,0
0.91523498,206.63874,0
0.91561445,207.19561,0
0.91599393,207.74997,0
0.91637341,208.30179,0
0.91675288,208.85104,0
0.91713236,209.3977,0
0.91751184,209.94173,0
0.91789131,210.48312,0
0.91827079,211.02183,0
0.91865027,211.55783,0
0.91902974,212.0911,0
0.91940922,212.62161,0
0.9197887,213.14933,0
0.92016817,213.67423,0
0.92054765,214.19629,0
0.92092712,214.71549,0
0.9213066,215.23178,0
0.92168608,215.74515,0
0.92206555,216.25557,0
0.92244503,216.76301,0
0.92282451,217.26745,0
0.92320398,217.76886,0
0.92358346,218.26721,0
0.92396294,218.76248,0
0.92434241,219.25464,0
0.92472189,219.74367,0
0.92510137,220.22953,0
0.92548084,220.7122,0
0.92586032,221.19167,0
0.9262398,221.66789,0
0.92661927,222.14085,0
0.92699875,222.61053,0
0.92737823,223.07689,0
0.9277577,223.53991,0
0.92813718,223.99956,0
0.92851666,224.45583,0
0.92889613,224.90869,0
0.92927561,225.3581,0
0.92965509,225.80406,0
0.93003456,226.24653,0
0.93041404,226.68549,0
0.93079352,227.12092,0
0.93117299,227.55279,0
0.93155247,227.98109,0
0.93193195,228.40577,0
0.93231142,228.82683,0
0.9326909,229.24425,0
0.93307038,229.65798,0
0.93344985,230.06803,0
0.93382933,230.47435,0
0.9342088,230.87694,0
0.93458828,231.27576,0
0.93496776,231.6708,0
0.93534723,232.06204,0
0.93572671,232.44945,0
0.93610619,232.83301,0
0.93648566,233.2127,0
0.93686514,233.58849,0
0.93724462,233.96038,0
0.93762409,234.32834,0
0.93800357,234.69234,0
0.93838305,235.05237,0
0.93876252,235.40841,0
0.939142,235.76043,0
0.93952148,236.10843,0
0.93990095,236.45237,0
0.94028043,236.79224,0
0.94065991,237.12802,0
0.94103938,237.4597,0
0.94141886,237.78724,0
0.94179834,238.11064,0
0.94217781,238.42988,0
0.94255729,238.74494,0
0.94293677,239.05579,0
0.94331624,239.36243,0
0.94369572,239.66484,0
0.9440752,239.963,0
0.94445467,240.25688,0
0.94483415,240.54649,0
0.94521363,240.83179,0
0.9455931,241.11278,0
0.94597258,241.38943,0
0.94635206,241.66174,0
0.94673153,241.92968,0
0.94711101,242.19325,0
0.94749048,242.45242,0
0.94786996,242.70718,0
0.94824944,242.95752,0
0.94862891,243.20342,0
0.94900839,243.44487,0
0.94938787,243.68185,0
0.94976734,243.91436,0
0.95014682,244.14237,0
0.9505263,244.36588,0
0.95090577,244.58487,0
0.95128525,244.79934,0
0.95166473,245.00926,0
0.9520442,245.21462,0
0.95242368,245.41542,0
0.95280316,245.61165,0
0.95318263,245.80328,0
0.95356211,245.99031,0
0.95394159,246.17274,0
0.95432106,246.35054,0
0.95470054,246.52371,0
0.95508002,246.69224,0
0.95545949,246.85612,0
0.95583897,247.01534,0
0.95621845,247.16989,0
0.95659792,247.31976,0
0.9569774,247.46495,0
0.95735688,247.60544,0
0.95773635,247.74122,0
0.95811583,247.8723,0
0.95849531,247.99866,0
0.95887478,248.12029,0
0.95925426,248.23718,0
0.95963373,248.34934,0
0.96001321,248.45676,0
0.96039269,248.55941,0
0.96077216,248.65732,0
0.96115164,248.75045,0
0.96153112,248.83882,0
0.96191059,248.92242,0
0.96229007,249.00123,0
0.96266955,249.07526,0
0.96304902,249.1445,0
0.9634285,249.20895,0
0.96380798,249.26861,0
0.96418745,249.32346,0
0.96456693,249.37351,0
0.96494641,249.41876,0
0.96532588,249.4592,0
0.96570536,249.49483,0
0.96608484,249.52565,0
0.96646431,249.55165,0
0.96684379,249.57283,0
0.96722327,249.5892,0
0.96760274,249.60076,0
0.96798222,249.60749,0
0.9683617,249.6094,0
0.96874117,249.6065,0
0.96912065,249.59877,0
0.96950013,249.58623,0
0.9698796,249.56887,0
0.97025908,249.5467,0
0.97063856,249.5197,0
0.97101803,249.4879,0
0.97139751,249.45128,0
0.97177699,249.40985,0
0.97215646,249.36362,0
0.97253594,249.31258,0
0.97291541,249.25673,0
0.97329489,249.19609,0
0.97367437,249.13066,0
0.97405384,249.06043,0
0.97443332,248.98542,0
0.9748128,248.90562,0
0.97519227,248.82104,0
0.97557175,248.7317,0
0.97595123,248.63758,0
0.9763307,248.5387,0
0.97671018,248.43506,0
0.97708966,248.32667,0
0.97746913,248.21354,0
0.97784861,248.09567,0
0.97822809,247.97307,0
0.97860756,247.84574,0
0.97898704,247.71369,0
0.97936652,247.57694,0
0.97974599,247.43548,0
0.98012547,247.28933,0
0.98050495,247.1385,0
0.98088442,246.98299,0
0.9812639,246.82281,0
0.98164338,246.65797,0
0.98202285,246.48849,0
0.98240233,246.31436,0
0.98278181,246.13561,0
0.98316128,245.95224,0
0.98354076,245.76426,0
0.98392024,245.57168,0
0.98429971,245.37452,0
0.98467919,245.17278,0
0.98505867,244.96647,0
0.98543814,244.75562,0
0.98581762,244.54022,0
0.98619709,244.3203,0
0.98657657,244.09586,0
0.98695605,243.86693,0
0.98733552,243.6335,0
0.987715,243.39559,0
0.98809448,243.15323,0
0.98847395,242.90641,0
0.98885343,242.65516,0
0.98923291,242.3995,0
0.98961238,242.13942,0
0.98999186,241.87496,0
0.99037134,241.60612,0
0.99075081,241.33291,0
0.99113029,241.05537,0
0.99150977,240.77349,0
0.99188924,240.4873,0
0.99226872,240.19682,0
0.9926482,239.90205,0
0.99302767,239.60302,0
0.99340715,239.29974,0
0.99378663,238.99223,0
0.9941661,238.68051,0
0.99454558,238.36459,0
0.99492506,238.0445,0
0.99530453,237.72024,0
0.99568401,237.39185,0
0.99606349,237.05933,0
0.99644296,236.7227,0
0.99682244,236.38199,0
0.99720192,236.03722,0
0.99758139,235.68839,0
0.99796087,235.33554,0
0.99834035,234.97868,0
0.99871982,234.61783,0
0.9990993,234.25302,0
0.99947877,233.88425,0
0.99985825,233.51156,0
1.0002377,233.13496,0
1.0006172,232.75447,0
1.0009967,232.37012,0
1.0013762,231.98192,0
1.0017556,231.5899,0
1.0021351,231.19408,0
1.0025146,230.79448,0
1.0028941,230.39113,0
1.0032735,229.98404,0
1.003653,229.57323,0
1.0040325,229.15874,0
1.004412,228.74057,0
1.0047914,228.31876,0
1.0051709,227.89333,0
1.0055504,227.4643,0
1.0059299,227.0317,0
1.0063094,226.59554,0
1.0066888,226.15586,0
1.0070683,225.71267,0
1.0074478,225.266,0
1.0078273,224.81587,0
1.0082067,224.36231,0
1.0085862,223.90534,0
1.0089657,223.44499,0
1.0093452,222.98129,0
1.0097246,222.51424,0
1.0101041,222.04389,0
1.0104836,221.57026,0
1.0108631,221.09336,0
1.0112425,220.61324,0
1.011622,220.12991,0
1.0120015,219.64339,0
1.012381,219.15372,0
1.0127605,218.66092,0
1.0131399,218.16502,0
