rmsT
0.93715223
0.52195983
0.28380383
0.98870199
1.0909765
0.71259451
1.0152696
0.86271314
1.0877749
0.44445866
0.83766864
0.75636854
0.87110519
0.58962163
0.89944526
0.86262757
1.1241763
0.97824929
0.73403613
0.53124757
0.65827693
0.65963213
0.8542783
0.59373163
1.044765
0.63681263
0.96300069
0.27181547
1.0428491
0.58989491
0.81943761
0.99784507
0.94586916
0.77798835
0.50613826
0.88344276
0.76197609
0.3607551
0.91222731
0.83057062
0.52069657
0.58343873
0.93163939
0.95971781
0.80543673
0.6515011
0.70912813
0.86929093
0.97558478
0.69379037
0.79830847
0.75543531
0.55208568
0.96967242
0.98325865
0.47603637
0.69900779
0.41382263
0.71289371
0.68885458
0.26965119
0.51232741
0.51368251
0.68194141
0.57389558
0.73730231
0.43407096
0.62226263
0.15223581
0.9598592
0.71939604
1.2239842
0.85061647
0.79815113
0.64779942
0.46256027
0.87702032
0.79877637
0.69019022
0.15080558
0.54021372
0.71214067
0.43204748
0.70331194
0.83456762
0.44634701
0.92565303
0.73993529
0.64872855
1.2133836
0.67424348
0.61136065
0.79778578
0.76010874
1.1353832
0.4615279
0.60244574
0.92352043
0.94561552
0.33304687
0.83693414
1.0243916
0.19212168
1.0519777
0.76778126
0.76871119
1.0439341
0.71137063
0.95083804
0.97299633
0.87225543
1.1395952
0.76674693
0.8881403
0.9199562
0.88354352
0.71772752
1.0075874
0.6003555
1.184356
0.66513756
0.74373499
0.58362042
0.79309283
0.23412934
0.75940557
0.44797289
0.93199656
0.6670759
0.52686437
0.62667444
1.0716622
0.80443288
0.91077898
0.85586256
1.0546658
0.8120028
0.88341067
0.47419098
0.62234554
0.48055963
0.40870031
0.73043923
1.0078511
0.45035195
0.75822195
0.96400873
0.64540602
0.81232694
1.0953809
0.74868607
0.49978808
0.65298033
0.8717527
0.44324792
0.66971841
0.62383187
0.74855335
0.77792358
0.68773472
1.0210771
0.99426928
0.5943564
0.96316776
0.72957183
0.40304867
0.49143891
0.94880042
0.68295978
0.24347429
0.83680331
0.835658
0.57174492
0.30963563
0.90204507
1.2051842
1.2088125
0.74272624
0.53754916
0.81322296
0.86974422
1.1047214
0.37890719
0.81479243
0.8844753
0.91166609
1.0780806
0.68323396
0.39784159
0.22663304
0.52560727
0.61033207
0.89473108
0.95372897
0.60322102
0.55931017
0.16785201
0.91242676
0.92027218
0.80690372
0.34690029
0.58287577
0.95648673
1.0940797
0.61104744
0.74170533
0.28224998
0.71029519
0.90785597
1.1396501
0.80484417
0.85703807
0.56378012
0.36915062
0.56408092
0.55468178
0.65012784
0.913341
0.50814481
0.86539
1.0382655
0.80158519
0.44033632
0.85022778
0.54943807
0.26041605
0.92491528
0.65086123
0.93496061
0.91694632
0.22869511
1.0627348
0.94606798
0.32581514
0.65239032
1.0524059
0.87669536
0.67624626
0.31417836
0.5182993
0.65274385
0.62558358
1.0508272
0.7942473
