rmsT
0.57701436
1.0299653
1.017256
0.80572935
0.84131255
0.85667587
0.43986214
0.705737
1.0753826
1.0651345
0.92843332
0.97626042
0.41560866
1.0706271
0.71158084
0.94399128
0.97568502
0.94498056
1.0576023
0.93796915
0.46490675
0.82701539
0.79763295
0.35172423
0.67667098
0.54096632
0.99742352
1.0065347
0.5463104
0.6867232
0.74223551
0.77414796
0.90483702
0.6323318
0.89929215
0.9587487
0.95423157
0.33374931
0.53672525
0.91738444
0.93034829
0.86505377
0.59729981
0.99403146
0.62364356
0.97734759
0.98850757
0.82754084
1.1057592
1.0512543
0.71064336
0.9042321
0.97545058
0.84932763
0.86134726
0.83585754
0.4443679
0.86003223
0.99058656
0.81651738
1.0001568
1.0007701
0.7527892
0.99801578
0.98402171
0.85502128
0.55607655
0.97340691
0.80511607
0.85440504
1.0533181
0.75876622
1.0836367
0.82007793
0.79482255
1.040771
0.93926638
0.82759254
0.7738156
0.75063586
0.78897342
0.67219437
0.97017557
0.80076891
0.84750459
0.88700931
0.94875431
1.0456482
0.93060651
0.81416571
1.0305114
0.6339194
0.75758
1.0961542
1.070338
1.023076
0.96269802
0.89916411
1.1035036
0.86118769
0.99799449
0.83801568
0.69553199
1.038217
0.76476209
1.0282246
0.88157373
0.87791371
1.0047381
0.99037834
0.41034866
0.9222901
0.96682219
0.83193132
1.0130433
0.63216879
0.88597165
0.20888506
0.37934182
0.96745929
0.96745528
0.6924475
0.60357343
0.92982329
0.70371305
0.98587568
0.80325543
0.67248978
0.88355642
1.0446267
0.79539363
0.57285024
0.996728
0.26563676
0.85190018
0.97402157
1.0253789
0.69584479
1.1242004
1.1552582
1.0583872
0.92614152
0.95020657
1.0469744
0.94879759
0.81186135
0.95464236
0.67890411
1.1007863
0.86951217
0.45603247
0.87062548
0.82060846
0.77023009
0.60792975
0.63760133
0.83857303
0.86410334
0.798995
0.98611378
0.67028409
0.44258498
1.0779474
1.0729724
0.99580694
0.70117377
0.40968457
0.75996886
0.86922235
0.77787199
0.58856124
0.93077734
0.44316971
0.96948138
1.1037081
0.99390911
0.97648884
0.80615449
0.92753283
0.99620468
0.82749199
0.93729582
0.84005809
0.90148666
1.1150897
0.93995551
0.88332072
1.1158359
0.46964006
0.5899133
0.8944325
1.0503173
0.88415802
0.52102588
1.000645
0.70543669
0.92643309
0.94554105
1.0443459
0.48755803
1.0145175
0.83936964
1.0167591
0.88127506
0.69193693
0.52951318
0.9059953
0.22770935
0.57189568
0.7654292
0.84291485
0.91617671
0.92619767
0.58116278
0.19940685
0.95601111
0.58223244
0.91278298
0.91072282
0.73983488
0.75539107
0.90342693
0.99510599
0.86317426
1.2288241
0.92674743
0.6149279
0.74053295
0.9968936
0.34721974
0.9384689
1.0478132
0.2999385
1.1236213
1.0362949
0.96847744
0.81168205
0.91259763
0.32305332
0.59012766
0.99523925
0.28821566
0.96813652
0.77488532
0.44085414
0.8918357
1.0646813
0.82014295
0.60018726
1.0058414
1.0905816
0.73348042
0.9644037
