xFit,yFit,prevVals_GGPLOTNIM_INTERNAL
0.84231773,101.29715,0
0.84276822,101.4545,0
0.84321871,101.61113,0
0.8436692,101.76702,0
0.84411969,101.92218,0
0.84457017,102.07661,0
0.84502066,102.2303,0
0.84547115,102.38324,0
0.84592164,102.53543,0
0.84637213,102.68687,0
0.84682262,102.83755,0
0.84727311,102.98748,0
0.8477236,103.13664,0
0.84817409,103.28503,0
0.84862458,103.43264,0
0.84907507,103.57949,0
0.84952556,103.72555,0
0.84997604,103.87082,0
0.85042653,104.01531,0
0.85087702,104.15901,0
0.85132751,104.30191,0
0.851778,104.44402,0
0.85222849,104.58532,0
0.85267898,104.72581,0
0.85312947,104.86549,0
0.85357996,105.00436,0
0.85403045,105.1424,0
0.85448094,105.27963,0
0.85493143,105.41603,0
0.85538191,105.5516,0
0.8558324,105.68634,0
0.85628289,105.82024,0
0.85673338,105.95331,0
0.85718387,106.08552,0
0.85763436,106.21689,0
0.85808485,106.34741,0
0.85853534,106.47708,0
0.85898583,106.60588,0
0.85943632,106.73383,0
0.85988681,106.86091,0
0.8603373,106.98712,0
0.86078778,107.11246,0
0.86123827,107.23693,0
0.86168876,107.36051,0
0.86213925,107.48322,0
0.86258974,107.60503,0
0.86304023,107.72596,0
0.86349072,107.846,0
0.86394121,107.96514,0
0.8643917,108.08339,0
0.86484219,108.20073,0
0.86529268,108.31717,0
0.86574317,108.4327,0
0.86619365,108.54731,0
0.86664414,108.66102,0
0.86709463,108.7738,0
0.86754512,108.88567,0
0.86799561,108.99661,0
0.8684461,109.10662,0
0.86889659,109.2157,0
0.86934708,109.32385,0
0.86979757,109.43107,0
0.87024806,109.53734,0
0.87069855,109.64268,0
0.87114904,109.74707,0
0.87159952,109.85051,0
0.87205001,109.953,0
0.8725005,110.05454,0
0.87295099,110.15512,0
0.87340148,110.25474,0
0.87385197,110.3534,0
0.87430246,110.4511,0
0.87475295,110.54782,0
0.87520344,110.64358,0
0.87565393,110.73837,0
0.87610442,110.83218,0
0.87655491,110.92501,0
0.87700539,111.01687,0
0.87745588,111.10774,0
0.87790637,111.19762,0
0.87835686,111.28652,0
0.87880735,111.37442,0
0.87925784,111.46134,0
0.87970833,111.54725,0
0.88015882,111.63217,0
0.88060931,111.71609,0
0.8810598,111.79901,0
0.88151029,111.88092,0
0.88196078,111.96183,0
0.88241126,112.04172,0
0.88286175,112.12061,0
0.88331224,112.19848,0
0.88376273,112.27533,0
0.88421322,112.35117,0
0.88466371,112.42598,0
0.8851142,112.49977,0
0.88556469,112.57254,0
0.88601518,112.64428,0
0.88646567,112.715,0
0.88691616,112.78468,0
0.88736665,112.85333,0
0.88781713,112.92095,0
0.88826762,112.98752,0
0.88871811,113.05306,0
0.8891686,113.11756,0
0.88961909,113.18102,0
0.89006958,113.24344,0
0.89052007,113.30481,0
0.89097056,113.36513,0
0.89142105,113.4244,0
0.89187154,113.48262,0
0.89232203,113.53979,0
0.89277252,113.59591,0
0.893223,113.65097,0
0.89367349,113.70497,0
0.89412398,113.75792,0
0.89457447,113.8098,0
0.89502496,113.86062,0
0.89547545,113.91038,0
0.89592594,113.95908,0
0.89637643,114.00671,0
0.89682692,114.05327,0
0.89727741,114.09876,0
0.8977279,114.14319,0
0.89817839,114.18654,0
0.89862887,114.22882,0
0.89907936,114.27003,0
0.89952985,114.31016,0
0.89998034,114.34921,0
0.90043083,114.38719,0
0.90088132,114.42409,0
0.90133181,114.45992,0
0.9017823,114.49466,0
0.90223279,114.52832,0
0.90268328,114.5609,0
0.90313377,114.59239,0
0.90358426,114.62281,0
0.90403474,114.65213,0
0.90448523,114.68038,0
0.90493572,114.70753,0
0.90538621,114.7336,0
0.9058367,114.75858,0
0.90628719,114.78247,0
0.90673768,114.80527,0
0.90718817,114.82699,0
0.90763866,114.84761,0
0.90808915,114.86714,0
0.90853964,114.88558,0
0.90899013,114.90292,0
0.90944061,114.91918,0
0.9098911,114.93434,0
0.91034159,114.94841,0
0.91079208,114.96138,0
0.91124257,114.97326,0
0.91169306,114.98404,0
0.91214355,114.99373,0
0.91259404,115.00232,0
0.91304453,115.00982,0
0.91349502,115.01622,0
0.91394551,115.02153,0
0.914396,115.02574,0
0.91484648,115.02885,0
0.91529697,115.03087,0
0.91574746,115.03179,0
0.91619795,115.03162,0
0.91664844,115.03034,0
0.91709893,115.02798,0
0.91754942,115.02451,0
0.91799991,115.01995,0
0.9184504,115.01429,0
0.91890089,115.00754,0
0.91935138,114.99969,0
0.91980187,114.99075,0
0.92025235,114.98071,0
0.92070284,114.96957,0
0.92115333,114.95735,0
0.92160382,114.94402,0
0.92205431,114.9296,0
0.9225048,114.91409,0
0.92295529,114.89749,0
0.92340578,114.87979,0
0.92385627,114.86101,0
0.92430676,114.84113,0
0.92475725,114.82015,0
0.92520774,114.79809,0
0.92565822,114.77494,0
0.92610871,114.7507,0
0.9265592,114.72537,0
0.92700969,114.69896,0
0.92746018,114.67145,0
0.92791067,114.64286,0
0.92836116,114.61319,0
0.92881165,114.58243,0
0.92926214,114.55059,0
0.92971263,114.51766,0
0.93016312,114.48366,0
0.93061361,114.44857,0
0.93106409,114.4124,0
0.93151458,114.37515,0
0.93196507,114.33683,0
0.93241556,114.29743,0
0.93286605,114.25695,0
0.93331654,114.2154,0
0.93376703,114.17278,0
0.93421752,114.12908,0
0.93466801,114.08432,0
0.9351185,114.03848,0
0.93556899,113.99158,0
0.93601948,113.94361,0
0.93646996,113.89457,0
0.93692045,113.84447,0
0.93737094,113.79331,0
0.93782143,113.74108,0
0.93827192,113.6878,0
0.93872241,113.63346,0
0.9391729,113.57806,0
0.93962339,113.52161,0
0.94007388,113.4641,0
0.94052437,113.40554,0
0.94097486,113.34593,0
0.94142535,113.28528,0
0.94187583,113.22357,0
0.94232632,113.16082,0
0.94277681,113.09703,0
0.9432273,113.0322,0
0.94367779,112.96633,0
0.94412828,112.89942,0
0.94457877,112.83147,0
0.94502926,112.76249,0
0.94547975,112.69248,0
0.94593024,112.62143,0
0.94638073,112.54936,0
0.94683122,112.47627,0
0.9472817,112.40215,0
0.94773219,112.327,0
0.94818268,112.25084,0
0.94863317,112.17366,0
0.94908366,112.09547,0
0.94953415,112.01626,0
0.94998464,111.93604,0
0.95043513,111.85481,0
0.95088562,111.77258,0
0.95133611,111.68934,0
0.9517866,111.6051,0
0.95223709,111.51986,0
0.95268757,111.43363,0
0.95313806,111.3464,0
0.95358855,111.25817,0
0.95403904,111.16896,0
0.95448953,111.07876,0
0.95494002,110.98757,0
0.95539051,110.89541,0
0.955841,110.80226,0
0.95629149,110.70814,0
0.95674198,110.61304,0
0.95719247,110.51697,0
0.95764296,110.41993,0
0.95809344,110.32193,0
0.95854393,110.22296,0
0.95899442,110.12303,0
0.95944491,110.02214,0
0.9598954,109.9203,0
0.96034589,109.8175,0
0.96079638,109.71376,0
0.96124687,109.60906,0
0.96169736,109.50343,0
0.96214785,109.39685,0
0.96259834,109.28934,0
0.96304883,109.18089,0
0.96349931,109.07151,0
0.9639498,108.9612,0
0.96440029,108.84996,0
0.96485078,108.7378,0
0.96530127,108.62472,0
0.96575176,108.51073,0
0.96620225,108.39582,0
0.96665274,108.28,0
0.96710323,108.16327,0
0.96755372,108.04564,0
0.96800421,107.92711,0
0.9684547,107.80768,0
0.96890518,107.68735,0
0.96935567,107.56614,0
0.96980616,107.44404,0
0.97025665,107.32105,0
0.97070714,107.19718,0
0.97115763,107.07244,0
0.97160812,106.94682,0
0.97205861,106.82033,0
0.9725091,106.69297,0
0.97295959,106.56475,0
0.97341008,106.43567,0
0.97386057,106.30573,0
0.97431105,106.17494,0
0.97476154,106.04329,0
0.97521203,105.91081,0
0.97566252,105.77748,0
0.97611301,105.64331,0
0.9765635,105.5083,0
0.97701399,105.37246,0
0.97746448,105.2358,0
0.97791497,105.09831,0
0.97836546,104.96,0
0.97881595,104.82087,0
0.97926644,104.68093,0
0.97971692,104.54018,0
0.98016741,104.39862,0
0.9806179,104.25626,0
0.98106839,104.1131,0
0.98151888,103.96915,0
0.98196937,103.82441,0
0.98241986,103.67888,0
0.98287035,103.53257,0
0.98332084,103.38548,0
0.98377133,103.23761,0
0.98422182,103.08898,0
0.98467231,102.93957,0
0.98512279,102.78941,0
0.98557328,102.63848,0
0.98602377,102.4868,0
0.98647426,102.33436,0
0.98692475,102.18118,0
0.98737524,102.02726,0
0.98782573,101.8726,0
0.98827622,101.7172,0
0.98872671,101.56107,0
0.9891772,101.40422,0
0.98962769,101.24664,0
0.99007818,101.08834,0
0.99052866,100.92933,0
0.99097915,100.76961,0
0.99142964,100.60918,0
0.99188013,100.44805,0
0.99233062,100.28622,0
0.99278111,100.1237,0
0.9932316,99.96049,0
0.99368209,99.796594,0
0.99413258,99.632017,0
0.99458307,99.466763,0
0.99503356,99.300837,0
0.99548405,99.134243,0
0.99593453,98.966985,0
0.99638502,98.799068,0
0.99683551,98.630495,0
0.997286,98.461271,0
0.99773649,98.291401,0
0.99818698,98.120889,0
0.99863747,97.949739,0
0.99908796,97.777955,0
0.99953845,97.605542,0
0.99998894,97.432505,0
1.0004394,97.258848,0
1.0008899,97.084574,0
1.0013404,96.909689,0
1.0017909,96.734197,0
1.0022414,96.558103,0
1.0026919,96.38141,0
1.0031424,96.204124,0
1.0035929,96.026249,0
1.0040433,95.847789,0
1.0044938,95.668748,0
1.0049443,95.489132,0
1.0053948,95.308945,0
1.0058453,95.128191,0
1.0062958,94.946875,0
1.0067463,94.765001,0
1.0071968,94.582574,0
1.0076473,94.399599,0
1.0080977,94.216079,0
1.0085482,94.03202,0
1.0089987,93.847426,0
1.0094492,93.662302,0
1.0098997,93.476651,0
1.0103502,93.29048,0
1.0108007,93.103792,0
1.0112512,92.916592,0
1.0117017,92.728884,0
1.0121521,92.540673,0
1.0126026,92.351965,0
1.0130531,92.162762,0
1.0135036,91.973071,0
1.0139541,91.782895,0
1.0144046,91.59224,0
1.0148551,91.401109,0
1.0153056,91.209507,0
1.0157561,91.01744,0
1.0162065,90.824912,0
1.016657,90.631927,0
1.0171075,90.43849,0
1.017558,90.244605,0
1.0180085,90.050278,0
1.018459,89.855513,0
1.0189095,89.660315,0
1.01936,89.464688,0
1.0198105,89.268637,0
1.0202609,89.072166,0
1.0207114,88.875281,0
1.0211619,88.677986,0
1.0216124,88.480285,0
1.0220629,88.282184,0
1.0225134,88.083686,0
1.0229639,87.884797,0
1.0234144,87.685522,0
1.0238649,87.485864,0
1.0243154,87.28583,0
1.0247658,87.085422,0
1.0252163,86.884646,0
1.0256668,86.683507,0
1.0261173,86.48201,0
1.0265678,86.280158,0
1.0270183,86.077957,0
1.0274688,85.875412,0
1.0279193,85.672526,0
1.0283698,85.469305,0
1.0288202,85.265754,0
1.0292707,85.061876,0
1.0297212,84.857677,0
1.0301717,84.653161,0
1.0306222,84.448334,0
1.0310727,84.243199,0
1.0315232,84.037761,0
1.0319737,83.832025,0
1.0324242,83.625996,0
1.0328746,83.419678,0
1.0333251,83.213076,0
1.0337756,83.006194,0
1.0342261,82.799038,0
1.0346766,82.591611,0
1.0351271,82.383918,0
1.0355776,82.175965,0
1.0360281,81.967755,0
1.0364786,81.759294,0
1.036929,81.550585,0
1.0373795,81.341634,0
1.03783,81.132445,0
1.0382805,80.923023,0
1.038731,80.713371,0
1.0391815,80.503496,0
1.039632,80.293401,0
1.0400825,80.083091,0
1.040533,79.872571,0
1.0409835,79.661844,0
1.0414339,79.450917,0
1.0418844,79.239792,0
1.0423349,79.028475,0
1.0427854,78.816971,0
1.0432359,78.605283,0
1.0436864,78.393417,0
1.0441369,78.181377,0
1.0445874,77.969167,0
1.0450379,77.756791,0
1.0454883,77.544256,0
1.0459388,77.331564,0
1.0463893,77.11872,0
1.0468398,76.905729,0
1.0472903,76.692595,0
1.0477408,76.479323,0
1.0481913,76.265917,0
1.0486418,76.052382,0
1.0490923,75.838722,0
1.0495427,75.624941,0
1.0499932,75.411044,0
1.0504437,75.197035,0
1.0508942,74.982919,0
1.0513447,74.7687,0
1.0517952,74.554383,0
1.0522457,74.339971,0
1.0526962,74.125469,0
1.0531467,73.910881,0
1.0535971,73.696213,0
1.0540476,73.481467,0
1.0544981,73.266649,0
1.0549486,73.051762,0
1.0553991,72.836812,0
1.0558496,72.621802,0
1.0563001,72.406736,0
1.0567506,72.191619,0
1.0572011,71.976455,0
1.0576516,71.761249,0
1.058102,71.546004,0
1.0585525,71.330725,0
1.059003,71.115415,0
1.0594535,70.90008,0
1.059904,70.684723,0
1.0603545,70.469349,0
1.060805,70.253961,0
1.0612555,70.038563,0
1.061706,69.823161,0
1.0621564,69.607758,0
1.0626069,69.392358,0
1.0630574,69.176965,0
1.0635079,68.961583,0
1.0639584,68.746217,0
1.0644089,68.53087,0
1.0648594,68.315546,0
1.0653099,68.10025,0
1.0657604,67.884985,0
1.0662108,67.669756,0
1.0666613,67.454566,0
1.0671118,67.23942,0
1.0675623,67.02432,0
1.0680128,66.809273,0
1.0684633,66.59428,0
1.0689138,66.379347,0
1.0693643,66.164476,0
1.0698148,65.949673,0
1.0702652,65.73494,0
1.0707157,65.520282,0
1.0711662,65.305703,0
1.0716167,65.091206,0
1.0720672,64.876795,0
1.0725177,64.662474,0
1.0729682,64.448246,0
1.0734187,64.234117,0
1.0738692,64.020088,0
